difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,1.289447992965579,0.019864134753337866,0.3084910302609205,0.0051501831624217774,0.07206572234630584,0.0008042556862657362,0.055958652347326276,6.506514030468057e-05,0.040778205171227454,4.210118566099116e-05
2,0.15423875838518142,0.0010345625082644428,0.3044700399041176,0.007311277794505023,0.10468156069517136,0.0018294390752346184,0.07375871084630489,0.000730211221186328,0.0369152045994997,0.004973785562382946
3,0.148851425498724,0.005083113142451521,0.30411563873291014,0.006870745682272852,0.14694905310869216,0.00010159790145909263,0.10142181724309922,6.224587239860694e-05,0.040777667686343194,4.013418340170623e-05
4,0.14691713467240333,0.0050944933017936095,0.30302190996706485,0.005637167444978454,0.17730236679315567,0.0003381923050706338,0.1256544242054224,0.005487356830403284,0.040810826495289804,0.0002819340838165779
5,0.15082794353365897,0.0037061371175674883,0.30355081595480443,0.006217797561983238,0.207927104011178,0.002192123350202142,0.1472413767129183,0.0021484165968543648,0.04077421553432942,3.767753562498294e-05
6,0.1525597333908081,0.0020015552164651665,0.3049187893420458,0.006041156812554211,0.22476105347275735,0.0029820458630580035,0.1620782583206892,8.870897692489081e-05,0.036694328039884566,0.005055311959054527
7,0.15229601897299289,0.0021456435670420384,0.30381704784929753,0.006502250298509369,0.23850586004555224,0.0010250182812851297,0.17452983401715755,0.004692427890639246,0.03027435228228569,0.0021911287150160946
8,0.15205780372023583,0.0014528794991400412,0.30503400474786757,0.006323875948106146,0.252141697332263,0.0031283240667710024,0.17780764408409597,0.002208287372552115,0.02842973954975605,0.0002734513250831585
9,0.22381329268217087,0.0015015519662632622,0.3295993821322918,0.009367680826246531,0.2531765389442444,0.00035070601486160245,0.18266930274665355,0.005010624038907724,0.028505173027515412,0.00040630013247174924
10,0.3638795934617519,0.0015461423536587361,0.3325769541412592,0.008538474506452091,0.2534876500815153,0.0008753281741561725,0.18709142647683621,0.00573509162948227,0.028485629856586456,0.00034986336575406447
11,0.29347270652651786,0.0023691018817920072,0.3340194655954838,0.00852822511405444,0.2540616785734892,0.00238202229693974,0.18970693163573743,0.00470825252985986,0.04365251816809177,0.0003170158574687267
12,0.3141785503178835,0.0030385992075526737,0.33253321893513205,0.010162674477455749,0.25513034865260126,0.004390691143764143,0.18892792940139772,0.00516158791489823,10.003917550370097,0.002285671133461794
13,0.36004844844341277,0.00769821000200224,0.33096644066274167,0.007316707600096767,0.25404662564396857,0.0030191776498259106,0.1874749282747507,0.005506696939866809,10.003721477240324,0.002119115954246001
