difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,1604684.6,1977.6848245628328,1033515.76,1593.9190382225074,13734051840,0.0,21980.78,4560.949266974844,22086.68,2936.561438005967,16684.86,2635.221820117709
2,1604562.82,1719.2628307575576,1033362.68,1886.156738568929,13734051840,0.0,25640.5,3973.8181775420053,26154.54,3568.4337512615894,15445.96,2072.3455897280514
3,1604631.82,1930.205188310194,1033592.68,1751.1787102126502,13734051840,0.0,27177.46,5149.102577683824,26209.1,3754.5244066869727,15555.76,2802.407176346938
4,1604438.54,1662.6077035543794,1033523.56,1709.8589172018533,13734051840,0.0,26358.98,4173.143509956718,28650.12,4685.41939681835,16252.54,2569.686888017484
5,1604486.62,1825.8046690124754,1033133.52,1402.180099061487,13734051840,0.0,26831.22,4370.173901597519,27673.8,4768.722748604832,16441.52,3155.003704774823
6,1604735.56,2088.070910907863,1033300.08,1586.7846945754095,13734051840,0.0,26531.58,4135.581024697344,28612,5192.716343149139,15579.32,2363.2842198249177
7,1604540.2,1688.7315007521631,1033452.74,1707.3843082090123,13738246144,0.0,26061.7,4089.0057583521125,29473.62,4969.666321036954,16367.96,2713.0595949433705
8,1604348.34,2234.954746471505,1033484.98,1788.5621347316728,13737616998.4,4448731.201136791,27017.18,3952.3516207804328,29884.92,5363.473504575716,15850.9,2664.188203883931
9,1604775.78,1980.1953757451433,1033157.28,1342.6740154768522,13737616998.4,4448731.201136791,26537.74,4217.006171855738,30153.92,5126.353726000736,15796.54,2843.150424283253
10,1604784.44,1768.1961309625751,1033233.8,1641.5305451353152,13738246144,0.0,25182.48,4038.327408060654,29430.18,5323.548036942341,15417.3,2462.3198224770204
11,1604745.66,2024.9769725070144,1033788.5,1727.375752346871,13738246144,0.0,25785.96,3998.294580116347,29119.06,5489.0219990933365,15954.76,2779.9546432946545
12,1604574.2,1892.284258320011,1033482.56,1704.4129536983382,13738288087.04,296582.0800757861,25690.1,3738.1843964192904,29853.16,5311.938526814204,21629.08,3874.92534669366
13,1604479.7,1434.8451989319124,1033213.26,1616.1653508303195,13738288087.04,296582.0800757861,26957.48,4610.035752838472,30250.32,5182.702121795667,53166.24,2904.2572520564445
14,1604797.18,2106.984930546733,1032994.64,1536.3886726572114,13735729561.6,8620789.432095699,25769.94,3854.6259375944005,30354.42,5322.061707646765,51728.14,2545.811870905
15,1604183.76,2071.2866706076043,1033449.42,1496.898440926765,13734051840,0.0,26624.36,4292.556812693815,29403.32,5393.399024582489,53141.24,2856.4221916836555
