difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,0.33169466488063337,0.012809603156934747,0.07114718377590179,4.169091842585534e-05,0.10144395120441914,6.916802249061629e-05,0.1015161545574665,0.0005341695474106238,0.43370376475155353,0.011499666833349593
2,0.3615551663935184,0.016107104915595888,0.13189030990004538,0.0002628245253985654,0.1930161239951849,0.002199078933912546,0.19418912164866925,0.003007067610521605,0.17957862660288812,0.00425233143244195
3,0.36642777390778064,0.014760122286643486,0.2076667521893978,0.00013164251224484416,0.28605981849133966,0.004427707141315518,0.28722977831959723,0.006048495322028571,0.1798388247191906,0.0017177468037289714
4,0.3650704529881477,0.016092689927874455,0.2597155315428972,0.005588968757761183,0.3946449801325798,0.005942748448224523,0.3961709740012884,0.006256568019784475,0.17887868985533714,0.001843706548849233
5,0.32027172662317754,0.007706293771432596,0.3140395894646645,0.0007511297856703418,0.5071389203518629,0.008260315597928584,0.5118928204476834,0.005771908895111173,0.17931212536990643,0.001872163353128774
6,0.3228412017971277,0.009356381994397556,0.3753947361558676,0.0030723091846938,0.6231350237876176,0.0066934175034116155,0.6268811693787575,0.007048374060309693,0.17893062233924867,0.002383600827192817
7,0.32743078246712687,0.010727973223340901,0.4272814368456602,0.005956040223874317,0.7192642637342215,0.011899939310347525,0.7225942798703909,0.011461257117569,0.17849853798747062,0.002791911184224315
8,0.33227548442780974,0.009221042421650982,0.46948060795664787,0.0058691837106669255,0.8046363940089941,0.008398677314546158,0.8169435609877109,0.025812985488665213,0.1822991482913494,0.005776602127809259
9,0.36339736826717856,0.01520340878127078,0.496732073277235,0.005226117753454033,0.8521238708496094,0.008680873790608454,0.8573452318459749,0.009695286578976298,0.19919703647494316,0.0018146228346054354
10,0.3624140830338001,0.012910192981093402,0.5202469697594643,0.008733938412842942,0.8713591182231903,0.00984415944110457,0.8786307993531227,0.008608681560008087,0.18654436103999614,0.004899562642220947
11,0.2027494242042303,0.046690562599301905,0.37847846165299415,0.05217806926861255,0.8953604804724455,0.010747309695846365,0.5699436540901661,0.09575554779236979,0.05243694253265858,0.039831773709795126
12,0.1891224079579115,0.004563996874406667,0.3641751419007778,0.015667301317297405,0.9093661693483591,0.012647713157225708,0.5447890807688236,0.01214307115907645,0.04077135935425758,5.996111966528395e-05
13,0.20934497378766537,0.002973657591008988,0.3638305028527975,0.014542434264472992,0.910264450237155,0.01058088695212369,nan,nan,0.04079076148569584,5.746068531745927e-05
14,0.2988533110171556,0.006752318379076423,0.36023945070803165,0.014127118823330027,nan,nan,nan,nan,nan,nan
15,0.1989274323731661,0.00254621112404335,0.36398558020591737,0.012522328164347873,nan,nan,nan,nan,nan,nan
16,0.19939973138272762,0.0039947695694110205,0.3633454840630293,0.016166457012374395,nan,nan,nan,nan,nan,nan
17,0.20998853623867034,0.0015770974207607899,0.3273775881528854,0.012566924096175394,nan,nan,nan,nan,nan,nan
