difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,1425448.44,1551.0849153717786,943247.66,1925.4804182916246,13734051840,0.0,21059.1,4374.643496845177,21178.12,3337.119322568677,15070.52,2521.8410770623877
2,1425645.08,1748.2454392671434,942941.24,1594.3335189965487,13732961320.96,5396669.668289248,25897.84,3965.311179389047,26011.22,3516.9756678958456,14712.3,2490.618448318016
3,1425473.76,1915.089485413895,942821.28,1403.1728047535698,13734051840,0.0,25459.82,3746.7371475262394,27086.86,4520.5900644739295,14696.66,2229.8363224456543
4,1425501.2,1960.8826105213177,942956.16,1707.1031120298624,13733506580.48,3855567.040985219,27394.26,4563.984232430865,28287.82,4823.958145696184,14688.08,2638.0083384002764
5,1425200.74,1840.8869624644062,943265.64,1643.282364348742,13736903966.72,6237871.6992743835,26841.3,4664.2957131811445,29288.34,5000.161065201719,15665,2551.4208526518983
6,1424910.2,1503.6761619444528,943089.16,1683.4129370818955,13738162257.92,593164.1601515722,28294.7,4592.158766054704,29510.02,5304.562727905639,15228.78,2769.9287789414666
7,1425671.26,1714.4453950630977,943128.22,1856.0661526080214,13734051840,0.0,28187.6,4564.997838477705,29580,5177.685453275549,15099.16,2730.4466881326753
8,1425261.4,1799.381832628038,943592.1,1761.6037133410973,13734051840,0.0,26868.24,5149.247547804575,31271.84,5368.835005922265,14381.44,2706.7577423770986
9,1425570.76,2145.49893878476,943353.1,1663.7541303096586,13737616998.4,4448731.201136791,26987.9,4658.202899735266,30550.64,5159.23720338737,15465.72,2475.475506084536
10,1424649.5,1703.3083564471985,943517.26,1947.9254774539722,13737616998.4,4448731.201136791,27493.1,4850.174855884379,30264.42,5459.035610764216,15273.44,2963.542675617154
11,1425690.62,1682.577516060113,942974.42,1755.1736595283217,13737616998.4,4448731.201136791,28009.1,4643.787182673123,32716.12,4737.271623443785,15134.58,2917.9383488612475
12,1425337.62,1820.8172743388097,943344.24,1903.2648379206994,13738246144,0.0,29728.38,4636.532033927152,31497.4,5454.374095669475,15398.46,2500.366317733692
13,1425570.94,1665.81167823585,943167.32,1529.856995317683,13738246144,0.0,28874.02,4949.148533199774,31168.2,5235.1848533723805,15678.6,2939.5333587743035
14,1425587.28,1819.2355990629578,943687.98,2086.423876260184,13736987852.8,6226926.540333748,28147.14,4840.765325770675,32352.04,5018.712770812688,50799.06,3201.606557237622
15,1425638.98,1879.4107358099109,943232.48,1835.4432622610789,13738246144,0.0,27880.9,4852.00558258844,30462.8,5268.9001601813625,50274.46,2486.9312801613355
