difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,4179342.06,1988.157884031531,2282609.76,2018.977904277108,13734051840,0.0,43879.08,5268.591953942045,33505.48,3066.602449164953,19258.64,3138.9427425845934
2,4179534.08,2083.465694364041,2282313.6,2129.49612704556,13734051840,0.0,42676.7,4821.766689731481,32904.76,3062.9031483751705,18748,3177.073393382466
3,4179146.52,2005.7925426328698,2282436.28,2227.4135090746313,13738246144,0.0,42911.3,4657.742740724901,34343.6,3380.8200128347075,18403.6,3112.174107190886
4,4179323.74,2210.2050307514874,2281543.66,1682.2978043286448,13738246144,0.0,42085.1,4066.1814923305415,33920.2,3472.960584931795,19163.66,3758.5818624495455
5,4179717.54,2248.416977904813,2282391.42,2075.489635763876,13734051840,0.0,42760.34,4947.556336047862,33301.82,3236.4804056132284,19540.04,3816.0494582427914
6,4178938.12,2051.4817307079707,2281928.44,1922.889207544157,13734051840,0.0,41894.64,5134.556109264332,33232.7,3442.8949034680873,19816.82,3382.277409844269
7,4179293.02,1779.4001453138237,2282571.94,2199.180908837633,13734051840,0.0,41946.16,4225.428413782442,32552.6,2895.1937441778455,19765.6,3446.4401569013266
8,4179139.94,1998.0129763015525,2282055.08,1733.3288822025527,13734051840,0.0,43015.5,4967.980985413347,32148.92,2934.980206031366,19698.08,2939.403714624961
9,4179490.88,2448.9150504012246,2281835.24,2145.297082894943,13738246144,0.0,43483.52,4849.012755569268,33596.8,3796.581297828404,19153.14,2804.10599824396
10,4179137.98,2041.7207177740434,2282257.66,2008.1616998272477,13734051840,0.0,42640.68,4576.453659722978,34027.32,3347.314259619652,19879.88,2886.5250674293407
11,4179232.48,1681.4490135909928,2282206.2,2087.701333319222,13738246144,0.0,42705.92,4810.441359698925,32773.42,3304.400597656997,20604.4,2917.985858325526
12,4179087.08,1546.8442640236467,2282189.94,2097.8463437632454,13738246144,0.0,43601.82,4523.939306013045,34097.18,3069.239390521132,21041.28,3045.8706073526323
13,4179451.36,1943.3390763616846,2281745.1,1812.1927100524786,13738288087.04,296582.0800757861,42163.16,4299.631694525873,34174.4,3358.8119194447436,20803.9,3379.0862383375847
14,4179017.32,1764.1137271868215,2282162.72,1711.9262219464235,13738246144,0.0,42378.76,4789.371244831238,33154.32,3465.743837113441,20288.04,3003.7274120189877
15,4179100.92,1552.4270641121132,2282352.14,2085.8838190394526,13738246144,0.0,42602.74,4695.333848772478,33225.12,3447.206710911764,nan,nan
16,4179553.26,1699.9165262819615,2282265.54,1854.4295697005027,13738246144,0.0,41285.88,4879.000707488519,nan,nan,nan,nan
17,4178770.58,1736.8284500485242,2282083.58,2119.233400962504,13738246144,0.0,nan,nan,nan,nan,nan,nan
18,4179258.82,2086.3464275901947,2282461.72,2062.477399158792,13738288087.04,296582.0800757861,nan,nan,nan,nan,nan,nan
19,4179065.78,1876.43432257534,2282128.42,1891.242870577495,13738371973.12,503102.439386451,nan,nan,nan,nan,nan,nan
20,4179308.4,1543.8106312971556,2282426.2,1795.0068955583542,13738246144,0.0,nan,nan,nan,nan,nan,nan
