difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,4783450.24,1685.0282812378634,2549164.2,2200.4554352335745,13734051840,0.0,44369.16,3809.395754538228,32467.16,3332.4252145565465,19612.74,2975.1196773047154
2,4783817.5,1956.1606424789538,2549270.74,1894.6219569064,13734051840,0.0,45366.38,4023.6939617161515,33127.7,4069.4185376652863,18832.66,3372.0667713751227
3,4783602,2219.5337348190947,2549090.76,1774.359114653824,13734051840,0.0,45173.72,3527.5524731196056,33389.2,3414.52365578544,18297.9,2057.4562583690667
4,4783924.14,2262.0402927716495,2549079.84,1797.9860202403108,13734051840,0.0,44617.66,3947.4178209899933,34829.44,3922.708030461214,18312.16,2837.807930679695
5,4783276.22,1851.5148931596086,2549049.36,1920.2924496661694,13734051840,0.0,45838.96,4600.9676043552545,34022.38,3952.3996373683403,18815.18,2926.4890414617853
6,4783348,2021.3311839236144,2549697.72,2231.479879051623,13734051840,0.0,45295.24,4113.20676606564,33992.68,3713.413020774439,19588.62,2853.214992149833
7,4783435.02,2474.0763231260794,2549596.9,2265.277603837768,13734051840,0.0,45045.9,3956.674197363441,34209.3,4177.023260208941,18443.6,2407.3858122410693
8,4783642.96,2046.9599256318763,2549788.04,2292.8869954442916,13738246144,0.0,46020.32,4156.844134775361,34489.68,3879.5099124523867,18407.92,3056.935839719778
9,4783331.04,2073.0310152537713,2549662.92,1951.3913177786872,13738204200.96,296582.0800757861,43966.52,3453.8380558327235,33530.44,3576.5319375630024,19677.92,2657.364797489945
10,4782896,1839.6908901846994,2549684.52,2244.5445084943726,13738246144,0.0,44049.88,3939.824297543001,36124.1,4333.646775817224,19806.58,3402.1751990904468
11,4783488.26,1961.2124822181208,2549507.7,2075.580806346375,13738246144,0.0,44796.56,3460.7218909543444,33713.06,3691.4600751088246,20201.18,2753.1423581954123
12,4783237.08,1675.8160344215858,2549661.24,2185.770377991733,13738246144,0.0,43689.8,3364.6056141508634,33524.16,3720.846773057368,20578.84,3415.594204497355
13,4783490.3,2062.743667733708,2549364.44,1921.6424539482693,13738246144,0.0,45361.48,3632.892782477841,35324.22,3869.2626112340677,19971.94,2818.360454127143
14,4783645.26,1968.0638243549658,2548893.76,1974.0470349833438,13738246144,0.0,44481.36,3841.1092932184292,34173.98,3589.463785149247,19908.14,2805.495198094378
15,4783984.04,2036.215967856824,2549049.96,1872.849329394184,13738246144,0.0,44929.6,3776.4384311795416,34982.04,3960.2047924782055,23231.04,3544.1241050274657
16,4783870.38,2016.2032907908663,2549472.52,1628.439032713631,13738246144,0.0,43474.46,3756.80660749558,34810.92,4029.1924335949475,58334.14,2865.6122828307048
17,4783644.62,2159.2142645898216,2549190.42,2064.045335386462,13738246144,0.0,44311.96,3729.044775427463,34377.74,4532.840668152493,57642.8,3124.7679424042917
18,4783893.78,2144.9573259634053,2548908.78,1858.9855834814418,13738246144,0.0,44641.9,3858.586334397612,34198.4,3675.670928621087,57610.46,2526.5427068204795
19,4783297.94,1809.874089768768,2549300.08,2241.590487095432,13738246144,0.0,44175.14,3618.0690306587912,34108.7,4375.34051036404,57177.26,2580.8993513178025
20,4783931.3,1916.1630693036711,2549010.68,2130.2112709249077,13738246144,0.0,44145.94,3879.155511979695,35842.98,4189.186894413584,57688.82,3046.3629816419393
21,4783845.46,2291.595319992656,2548943.28,1876.2605671703404,13738707517.44,877557.3597773738,44409.92,3849.3062234164554,34687.64,3515.21210646945,58158.88,3420.2465279328526
