difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,2128136.3,2297.8173960770437,1316604.82,1623.6689203335584,13733506580.48,3855567.040985219,26114.9,3139.504759138463,22887.94,3270.787419455032,16899.12,3083.391689655522
2,2127311.6,2062.8324988634795,1316420.06,1426.2762764396994,13734051840,0.0,25684.88,3871.1684764501306,28786.88,3426.024456588548,16948.04,2679.3020410059735
3,2127349.16,2093.8269460487895,1316404.38,1383.930013123673,13733506580.48,3855567.040985219,25863.86,4312.569270712515,29534.9,4022.7085313966545,16832.62,3394.962570140216
4,2127428.66,2170.3829024541515,1316033.46,1794.9069580797957,13734051840,0.0,26518.72,4125.406176860847,31745.06,3240.5751656904667,16869.7,3371.346931517589
5,2127151.26,1787.30649941669,1316357.38,1631.8611121623542,13734051840,0.0,27956.62,4765.452531737663,32507.04,3895.6616475044048,16672.9,3040.4656749268133
6,2127165.68,1700.7163729512602,1316545.42,1809.898171563409,13734051840,0.0,26315.9,4052.5137940567715,33483.44,3119.8372286164586,17084.06,2924.2758839251337
7,2127286.36,1674.3083952632442,1316512.98,1797.137173395509,13734051840,0.0,26074.68,3505.0386264720714,33604.48,3277.4440466899923,16444.32,2763.8500833556996
8,2127033.24,1832.4877988846813,1316309.52,1610.8886790608874,13734051840,0.0,26497.22,4108.26009296254,33058.7,3874.071624141659,17651.8,3377.6572849674785
9,2127345.74,1968.7767652602392,1316641.92,1705.4029009867074,13738162257.92,593164.1601515722,26411.2,3809.3993688008622,32751.36,4370.773325121292,16412.2,3362.6098828870704
10,2127816.5,2282.9156549805125,1316331.18,1551.0745016909789,13738246144,0.0,26870.68,3607.8604063678426,32843.6,4405.146952539652,16346.68,3278.7533372503963
11,2128008.92,2305.5265708682673,1316230.72,1654.1506611539103,13734051840,0.0,27696.46,4044.40694782212,32616.3,4728.883806039265,16371.16,2956.053625207439
12,2126976.76,1834.052394595762,1316430.3,1791.7450193277264,13737616998.4,4448731.201136791,27631.46,3837.1531603414487,32115.68,5120.835560168449,15867.2,2369.465443891495
13,2127343.04,2176.732028729756,1316249.12,1775.420532420073,13737616998.4,4448731.201136791,26852.26,3467.675954130827,33089.68,4395.2945592823635,17302.28,2708.8244233864057
14,2127465.18,2396.1022063479068,1316326.26,1481.9759122501944,13738246144,0.0,27066.84,3460.8953268877503,33225.58,4224.041864984633,53535.88,2778.5974118506006
15,2127439.38,1466.9581590516354,1316467.36,1935.3474271234788,13738246144,0.0,27582.38,3738.8328359398524,32742.52,4757.681193220762,54071.24,2993.275330892668
16,2127278.5,1777.3120756596784,1316818.34,1688.3763074356984,13737616998.4,4448731.201136791,27175.24,3519.7538269670194,34029.86,3956.286194069857,53615.7,3054.457072902496
17,2127423.26,1998.185266583616,1316501.58,1785.9687600394175,13734051840,0.0,26502.8,3599.4540345639607,33362.6,4157.3871405889895,53533.22,3247.2604735785067
