difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,4184273.58,2068.3557118185076,2279610.18,2170.6702218063283,13734051840,0.0,40456.36,5086.064986945072,31919.8,3812.1807353775444,18991.92,2912.1948440645106
2,4184664.82,2527.9403222903074,2279720.1,1846.5185692352547,13734051840,0.0,39849,4577.97367615759,32003.9,3754.551785798792,18823.34,4309.580289285248
3,4184885.02,2219.222234505244,2279786.06,1998.537683877277,13738246144,0.0,39481.8,4643.25946828259,32580.56,4348.376127395849,18604.2,3071.807704174949
4,4185261.76,2137.423029381552,2279447.14,1807.575160150149,13737994485.76,1006204.878772902,39065.62,4679.527177798533,33212.66,3984.982086406361,17714.84,2818.5570657805074
5,4184670.12,1839.5137405392363,2279862.44,2072.370870992636,13734051840,0.0,39499.22,4880.197078196824,32671.24,3619.7978834093337,18324.6,3601.1021782169946
6,4184916.78,1621.6394613011178,2280178.12,1800.0559587673595,13734051840,0.0,39334.5,4806.079229603325,32726.96,3533.3370360909876,17913.3,3376.062682281518
7,4184985.88,1975.1395263553986,2280427.44,2083.705541107192,13738246144,0.0,39992.9,4778.532035925609,32836.54,4187.80870179825,18138.44,3153.4275369858124
8,4184955.92,2197.3949682591456,2279576.68,1750.920241309858,13738246144,0.0,39557.5,4138.00975650106,33122.78,4076.883189698839,18469.68,3201.305329686244
9,4184702.64,1918.4284678148542,2280200.56,2314.0815708904242,13738246144,0.0,39752.88,5556.199499951861,32928.98,3970.1579698689934,18967.08,3331.8123635826864
10,4184472.12,1727.402433997241,2279579.36,1815.3874355697435,13734051840,0.0,39270.2,4307.914012936788,33334.74,3749.594371585888,18943.14,2928.5999093388623
11,4185015.88,1815.1555467164544,2279605.14,1634.9992324781322,13738204200.96,668569.4692477077,38874.72,3514.629286573595,32727.52,3407.828455968129,18926.94,3084.577253540787
12,4184860.04,1800.0190243892605,2280099.86,1944.767926031908,13738288087.04,296582.0800757861,37472.68,3000.870006093131,33252.9,3887.858968268121,19117.56,3447.119756952971
13,4184483.36,2066.287173672051,2279934.8,1981.7183947065655,13738288087.04,296582.0800757861,38179.48,3158.149957277688,33593.16,3609.41631529848,18889.1,3011.202222789199
14,4185127.1,2085.4109197186135,2279956.6,2037.6003793978957,13738246144,0.0,38782.34,3943.168541585173,33652.38,2731.344573499227,20030.66,2697.7367658003664
15,4184838.8,2148.2121280122165,2280097.7,1974.6941509499436,13738246144,0.0,37894.54,2947.2339658377573,33562.2,3408.417485447175,57160.7,2959.983075310136
16,4184487.1,2048.651495247445,2279759.86,2212.3840314124895,13738246144,0.0,37664.78,3531.2255390664445,33236.58,3855.0499723593407,56971.98,2700.3618690985904
17,4184818.7,1975.4814990430116,2279729.9,2225.8659333080295,13738246144,0.0,39313.8,4172.115271266446,33614.24,3465.4462006783365,57138.08,3238.368308205822
18,4185120.6,1893.7647204250402,2279552.24,1940.8178852415467,13738246144,0.0,38980.18,4275.14206800577,34664.74,2522.3016684232307,57025.36,2869.396393611986
19,4184819.9,1794.9491749953052,2279488.68,1992.6942323581582,13738246144,0.0,37978.42,2922.1106579920993,33530.08,3149.83880922209,56874.26,2447.8485581574423
20,4184447.4,2020.5740445199615,2279839.82,1897.2675915319776,13738791403.52,1105657.0073871997,39187.38,3971.816665980854,33582.68,3408.606845942207,56424.94,2347.882784074857
