difficulty,ILP,ILP GPU,Hill Climbing v1,Hill Climbing v3,Offering Order
7,176,176,176.0,176.0,nan
8,348,348,348.0,348.0,nan
9,505,505,481.0,481.0,nan
10,645,645,606.0,606.0,nan
11,778,778,724.0,724.0,nan
12,896,896,841.0,841.0,nan
13,1005,1005,943.0,943.0,nan
14,1107,1107,1037.0,1037.0,nan
15,1201,1201,1125.0,1125.0,nan
16,1289,1289,1196.0,1196.0,nan
17,1360,1360,nan,nan,nan
18,1402,1402,nan,nan,nan
19,1435,1435,nan,nan,nan
