difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,4184564.08,2084.7716053636696,2275339.74,1880.2440007746281,13734051840,0.0,38310.36,4857.640733978601,31486.4,3531.5695244639387,17565.74,2427.675001027165
2,4184528.76,2241.6335657875275,2275395,1880.0941465788355,13734051840,0.0,40079.2,4981.8558135436615,31633.58,2655.903244564793,19378.82,3598.4831650832766
3,4184590.04,2014.2435756483912,2275245.52,1802.7900625962852,13734051840,0.0,38960.96,4316.952009396047,31543.34,2876.477676050403,19186.36,3194.8290411928115
4,4184639.6,2021.3229957285957,2275443.26,1964.2665537766798,13734051840,0.0,39705.92,4756.693513055351,32631.88,3956.8067605593483,18660.56,3203.3514475196957
5,4184924.02,1663.2930637498514,2275504.88,1772.0981987808827,13738162257.92,593164.1601515722,40511.34,4869.538995110108,33010.52,3578.7345970214624,18825.3,3697.896380762601
6,4185114.94,1945.0017723091448,2275882.16,1983.586787944032,13738246144,0.0,39153.94,4849.020727604151,32178.26,2619.712827461695,18479.34,2848.2545790969843
7,4184872.2,1793.1210961076004,2275412.46,1898.178678176982,13738246144,0.0,38814.9,4337.918640621682,32997.1,3580.551412613335,18252.96,3274.9502688855396
8,4184876.56,2427.562548091801,2275615.8,2226.88726655823,13738162257.92,593164.1601515722,39404.84,4438.607100688877,32744.28,3085.500171407401,18749.92,3309.0144031115974
9,4184618.86,2004.5034706064914,2275485.42,1825.7606532229636,13738246144,0.0,40386.36,4221.14318474539,31725.34,2672.394299163969,19531.86,3401.0388689580227
10,4184961.26,2120.277377021743,2275764.86,2015.717545912115,13738246144,0.0,39439.74,4755.141787666938,32315.84,3674.249624128465,18948.24,3228.9681460434485
11,4184666.98,1819.5200139664553,2275921.62,2281.8782532942337,13738204200.96,296582.0800757861,39431.68,4590.666260123549,32434.96,3583.8523507305285,18985.86,3501.17989447406
12,4184750.44,2308.1436145322764,2275367.16,2072.2809611731745,13738288087.04,296582.0800757861,40834.76,4456.212964170453,32373.94,3617.4051496528136,18969.2,2758.8417711727047
13,4184646.8,1744.800345282508,2274657.14,1547.3511535023,13738246144,0.0,38928.22,4256.669327882867,31845.84,3183.6091594289646,19149.8,3395.707332164285
14,4184919.7,2106.0164180417078,2275194.7,1962.8340324070984,13738246144,0.0,38853.62,4492.052646074179,32488.02,2901.1392307723754,25216.14,3336.733512137343
15,4185234.64,1975.8699221830761,2274836.56,1794.6382519912486,13734051840,0.0,38730.16,4446.690144274016,33599.72,3493.3521708221397,57275.98,3354.71611676482
16,4184911.48,2165.289613847703,2275120.62,1763.4882742647844,13738246144,0.0,38730.36,4345.624366309314,32149.02,3612.5237404205445,58364.06,3104.390468352846
17,4185096.04,1871.2063440574416,2275710.6,2042.8397501757104,13738246144,0.0,40931.74,4945.964777885264,32120.96,3068.2698638729644,58038.82,3633.060410525899
18,4185010.16,2184.1465933458976,2275442.96,2107.932335977895,13738288087.04,296582.0800757861,38854.54,4203.807269558374,32488.2,2967.47791629078,58325.16,3321.5772339080613
19,4184603.92,1979.8018334146063,2275404.36,1953.5561269706304,13738246144,0.0,39404.7,3987.256620427491,31741.92,2990.9692159252068,57478.26,2997.7334009656875
20,4185072.48,1810.4628142087463,2275198.3,1782.3405873703698,13738246144,0.0,39384.62,4634.850405485002,34019.24,3285.0034545379904,58908.2,3394.364338916216
21,4185099.94,1965.2030004712553,2275907.76,2017.820642501737,13738246144,0.0,38964.02,4426.958173854958,32098.78,3462.868901972019,58382.18,3143.5866795488137
