difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,3155675.62,1766.1606565932668,1828371.98,1393.526483715443,13734051840,0.0,31315.4,3851.6650096988933,26226.6,2948.4833943114913,16869.08,2934.366877720171
2,3156333.9,2152.461194511425,1828509.34,1859.8007092049363,13734051840,0.0,32014.96,4145.3772234741145,29501.68,4607.913886489864,16507.82,2589.5257834718127
3,3156051.9,1890.3573385333627,1828273.28,1824.9656417229853,13734051840,0.0,31724.52,3774.408769703717,30041.02,3471.2214546679297,17692.5,3522.7176907284847
4,3157016.82,2293.3901533559883,1828381.8,1892.5579170497676,13734051840,0.0,32762.54,3394.7137008313744,29841.34,3684.913919798742,16768.4,3153.7391283674556
5,3156065.32,2032.1546064435638,1828586.46,1573.751402845819,13734051840,0.0,32914.64,4765.4125536547845,29734.16,4458.847148338335,17139.96,3380.318653980565
6,3156559.14,1783.6131067846181,1828222.48,1603.7248763998373,13734051840,0.0,32524.24,3760.83283524991,30473.76,4627.053805697134,17480.8,2960.279592421318
7,3156592.9,2434.3933934098554,1828399.38,1898.1894153994995,13734051840,0.0,33174.64,4403.955085870807,30104.72,4789.85554313297,18102.88,3435.242632550108
8,3155838.36,1909.924485738766,1828451.28,1406.9682711128803,13739881922.56,974483.9773918686,32108.46,3583.5495013993586,29899.38,3781.6315498979634,17697.5,3100.5383814915176
9,3156179.24,1923.9399048699572,1828675.14,2049.9883126595664,13738120314.88,503102.439386451,32264.14,4276.929673139318,30254.02,3649.731013236399,16602,3075.6502415202003
10,3156008.68,1996.351073783346,1828070.12,1770.2333368623401,13738875289.6,2368491.756991942,32447.04,4459.424814013208,29941.02,4631.899612470029,16892.08,3091.232241191139
11,3155964.84,2077.71818874378,1828108.4,1493.192443548181,13737826713.6,1198372.5714285714,32196.32,3980.796953539093,29322.34,4501.766182243568,16382.52,2665.768689078906
12,3155912.96,1866.9455460287895,1828447.58,1796.439506811363,13737952542.72,948343.6262743291,31960.08,3707.811681147944,30271.04,4003.37349050645,16857.92,2490.028520777566
13,3156068.66,1811.0860831026678,1828549.56,1596.7921690127391,13739252776.96,2128587.6695474843,31290.4,3440.3561158812663,29920.76,4037.3923467546047,17436.28,2700.695375609166
14,3157008.42,2232.905840708333,1828811.98,1923.6776374052542,13738162257.92,415128.43602224987,nan,nan,29919.2,4279.857316904528,18540.5,2967.9232707090537
15,3156051.9,2332.212011663378,1829078.56,1936.2007945289904,13738288087.04,296582.0800757861,nan,nan,nan,nan,18873.84,2555.1442897074307
16,3156143.78,1936.8438168888085,1829016.44,1779.065177133709,13738246144,0.0,nan,nan,nan,nan,23547.9,3211.324701230739
17,3156219.78,1832.8814193916148,1829354.58,1902.8046656213044,13740301352.96,296582.0800757861,nan,nan,nan,nan,nan,nan
18,3155665.1,1602.0899010418884,1828381.5,1790.1890705071532,13738246144,0.0,nan,nan,nan,nan,nan,nan
