difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,6316182.56,1906.4385982715498,3223237.88,1743.4266825854825,13732164403.2,635533.0287338274,53633.7,3474.830844510159,37503.96,3032.9883691413884,21177.16,2344.18400893682
2,6316612.28,1660.9545944720942,3223948.3,2046.0827107386626,13734051840,0.0,54865.36,3008.6859478950646,38044.5,3100.6197487809777,21596.08,2829.6780435597407
3,6316650.62,1840.5862962321412,3224678.24,2048.4941762680414,13734051840,0.0,55192.78,3665.7019835557962,37942.26,3207.9121559681403,21944.18,2594.874222817919
4,6315998.78,2055.879515746316,3223665.02,2111.2939981278337,13738246144,0.0,54227.84,3035.082612330918,37951.16,3292.0630487180365,21734.3,3296.44003557827
5,6316420.94,1828.2013398922104,3224177.86,2089.444140611252,13734051840,0.0,54457.78,3556.3995797745238,38578.92,3141.918501651564,21272.7,2792.546400323401
6,6316798.1,2040.3662361328713,3223740.52,1949.2863606762264,13734051840,0.0,55501.16,3691.8224599672135,38286.62,3288.0140330029753,22666.62,3591.6569417675373
7,6315979.82,1866.550957553224,3224239.08,2104.827549676588,13734051840,0.0,55217.68,2984.620055401029,37471.32,2648.8230150196823,21255.92,3416.126143778078
8,6316294.02,1584.2247249628676,3223712.1,1799.7222489788217,13738162257.92,593164.1601515722,54443.12,3869.9523418465074,39004.96,3434.3311677524516,21620.5,3225.7146036315166
9,6316385.28,2096.7035160665214,3224118.62,1701.8522429208401,13738246144,0.0,55032.22,3547.161649395017,38379,3088.084612090247,22631.04,3470.740872270498
10,6316291.96,2023.449317681194,3223617.88,2095.909141199414,13738288087.04,296582.0800757861,54476.96,3862.9641202431217,38062.34,2900.5329250652812,21935.34,2597.806017879436
11,6316957.86,2016.7169421854817,3224349.14,1816.0243076904144,13738371973.12,503102.439386451,54867.28,3665.658350759082,37500.02,2668.54695989088,21655.74,2969.411202613084
12,6316713.7,1802.2202095397413,3223897.7,1822.0211277029468,13738246144,0.0,55063.14,3249.1146989508966,37654.08,2487.227140936719,61775.38,2571.047010500602
13,6316210.08,1547.9304134546744,3224353.72,2016.7626821017805,13738330030.08,415128.43602224987,54112.42,3325.759063824715,38350.1,2699.7845057617137,61628.6,2587.4160698208834
14,6316689.24,1974.8817020629,3224049.76,2001.2394277914223,13738246144,0.0,54638.86,3680.4530999343447,37654.12,2717.6664032187014,62308.5,3250.7514562962583
15,6316517.54,2126.893789601375,3223899.22,1857.0723534968822,13738371973.12,657741.7175538118,54366.7,3047.245201214784,38015.04,2615.3507429351475,62542.36,3118.798576636948
16,6316912.8,2108.324675844665,3224119.46,1987.7383436602372,13738288087.04,296582.0800757861,53808.74,3772.9450133652294,37599.62,2302.329245502015,61289.2,3208.017570820627
17,6316924.46,1791.9943195290798,3224238.18,2069.3765470472954,13738413916.16,714012.8647882165,54468.92,3374.415993856098,37613.4,2924.5300965649653,62855.82,3269.8603146224546
18,6316280.68,1606.9009270604568,3223959.24,2206.8661459459768,13738288087.04,296582.0800757861,54580.8,3643.644060664588,37517.64,2358.1163077372426,61629.66,2470.008688822196
19,6316523.4,1835.6616779565802,3223884.5,2057.086192175918,13738288087.04,296582.0800757861,54221.76,3804.2054686027327,37569.92,2926.5460371836116,61003.42,2716.4688520359723
20,6316293.92,1906.588371400388,3223704.26,2046.4460065076285,13739546378.24,1028263.7228308214,53136.42,3291.9390730717246,37673.44,2586.2342189179312,62437.64,3506.1179402028456
21,6316528.92,1959.3444638866504,3224089.58,1963.718880188344,13739168890.88,1948967.9547837372,54826.5,3103.201561061,37565.12,2813.9568889841266,62009.96,3149.375979395257
22,6316787.12,1800.2534361266232,3223771.26,1735.0623091793257,13740007751.68,2554811.1567556853,54910.2,4013.646415794546,37653.7,2392.3378050495685,62393.62,2582.868425149189
