difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.2599168024212122,0.0039055834833429007,0.2808956337720156,0.006299726386191809,0.1036953829228878,0.0034582892161155805,0.057164284139871596,0.0007695753601642555,nan,nan
8,1.2984850787371398,0.012253089867500826,0.4128995008766651,0.009678102561210008,0.17896492578089238,0.0030672491276678487,0.1017497456818819,0.0021258681659165196,nan,nan
9,0.32108523301780223,0.003743569087815828,0.4149690844863653,0.0074922693128433955,0.23939233258366585,0.0036714148207597297,0.1325616055727005,0.004987871280527593,nan,nan
10,0.317602059841156,0.002979604828570368,0.4126861669868231,0.008544478719891266,0.28343803964555264,0.0004554745868583849,0.16081848047673702,0.003566917066089429,nan,nan
11,0.31801585778594016,0.008012511124273116,0.4136472052335739,0.010222085670752454,0.32040565341711047,0.0065729210680665374,0.1773146916180849,0.0002313064326221498,nan,nan
12,0.3203409529477358,0.0039023221612296015,0.41251699842512607,0.00770850898677414,0.3462013497203589,0.004512179654991282,0.19336552880704402,0.0047634713379633015,nan,nan
13,0.31984093159437177,0.005034836676465025,0.4103938055038452,0.009469329602897123,0.3689044765383005,0.007247659424774872,0.2076916568726301,0.0005985975579494455,nan,nan
14,0.3257431712001562,0.0028078571068075936,0.4130485036224127,0.0075227631517764204,0.3882217788696289,0.007177451639337044,0.22070559367537498,0.004316651918994951,nan,nan
15,0.32328130237758157,0.004681665125472029,0.41093108505010606,0.009153038579319156,0.39199686601758005,0.005621056057921263,0.2230790788680315,0.0009800736991210563,nan,nan
16,0.32547062516212466,0.003549403934005868,0.43984817728400233,0.012060904298465782,0.390948191434145,0.004245168524127762,0.2233970559388399,0.002281292099646691,nan,nan
17,0.3276518842577934,0.003984320776903218,0.40997061267495155,0.00952834508158379,nan,nan,nan,nan,nan,nan
18,0.37101208977401257,0.004321463870605689,0.441328644156456,0.011689215639482796,nan,nan,nan,nan,nan,nan
19,0.3279195174574852,0.0026165638526577622,0.41395078763365745,0.00777727628313832,nan,nan,nan,nan,nan,nan
