difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,19457.28,3930.288528848741,6319478.58,2389.9158220168615,nan,nan,52739.8,3286.4049149954303,35647.94,3267.0626350948114,nan,nan
2,19062.5,3469.993108562233,6318882.96,2441.6917099688512,nan,nan,52079.4,3512.453116834328,35708.56,3194.71259069464,nan,nan
3,6318606.36,2031.5874034752194,3228947.88,2069.865268611482,13732164403.2,635533.0287338274,51100.94,3353.1841547875606,34974.44,3048.795099305793,19754.34,2498.768869189916
4,6318530.72,2249.2817904969634,3229726.62,2038.5384309072308,13736148992,0.0,51670.08,3609.744085224924,35590.44,2626.5601867640266,21270.38,2980.1447019381117
5,6318792.18,2276.269116204794,3229450.56,1926.8727668405709,13736148992,0.0,50900.08,2991.449541746664,35911,3481.789130751661,21826.56,3199.307834325342
6,6318263.24,1966.1234889694877,3229675.78,1837.9816935199017,13736148992,0.0,51685.2,3339.6199404930458,35287.36,2405.9020011595803,20744.88,3357.964845508879
7,6318658.76,2164.7275697945392,3229705.06,2280.0025636398045,13738833346.56,951178.7406002963,51528.9,2793.3326906060015,35895.92,3939.430839652876,21523.74,3237.234331137287
8,6318984.38,2236.380994976902,3229619.78,2109.8949029827654,13740175523.84,574719.2954730466,51166.42,3117.2123345013483,36287.26,3738.8971298160823,20941.34,3334.7675047313637
9,6318564.12,1942.5987290330488,3229635,2061.229908257174,13738246144,0.0,51793.12,3066.9188862266765,36507.06,3017.873946935464,21076.4,3003.9561465860725
10,6318888.04,1980.868578401394,3229575.64,1939.6987011978358,13738413916.16,574719.2954730466,50747.86,2866.2176883731036,35349.16,2477.860427951535,20622,3050.4757072981793
11,6318668.38,1688.8636185437877,3229167.92,1951.223068451463,13739294720,1059221.714556379,50441.84,3724.992865956735,35246.04,1874.660317094752,20398.64,2710.773138905623
12,6319161.84,2199.1558989201067,3229459.74,2107.144579272904,13740301352.96,296582.0800757861,50556.92,2877.3659570190657,36352.04,2891.143668628915,20575.08,2597.3576434837128
13,6319204.02,1896.0704960845862,3229810.52,1851.677697524654,13738749460.48,904751.4506055384,51118.56,3257.2336212917658,35782.82,2785.6234980810355,21186.26,2684.2030536196817
14,6318377.36,2023.8000703868847,3229078.28,1894.801772411746,13740133580.8,635533.0287338274,51340.54,3090.7436210433902,35876.9,3010.857483461196,21232.22,3014.4081308249674
15,6318731.04,1766.488306540085,3229311.86,1667.6501004560341,13738246144,0.0,50953.46,3444.7477927288382,35436.34,2014.635062005331,20762.96,3365.180511639512
16,6319144.62,2081.0627768581344,3229403.26,1943.6996367646889,13738581688.32,776634.1895512823,50402.64,3053.9007224952716,35573.22,2690.337239235321,20174.32,3035.5031754493793
17,6318502.8,1894.5026163258012,3229472.08,2155.4130324390644,13738875289.6,970792.7369391029,51600.88,3407.3669386630313,36217.96,3316.2325806522667,20828.58,2853.736520094742
18,6319321.26,2217.104351745901,3229597.24,1981.1374032641565,13739798036.48,929221.8319628184,50526.54,3454.4197197804674,35817.76,2683.6327918760894,21109.48,3187.7733207506767
19,6319096.52,2226.45285966861,3229291.94,2014.7909033151884,13739252776.96,1058373.997962353,51121.66,3136.497062140554,35579.4,2718.282133094731,20858.58,2961.6385776961306
20,6319080.9,1894.895142756141,3229538.86,1826.7930974295712,13738665574.4,947396.7027967768,51192.7,2909.66288986423,35684.2,2132.0372455298548,20599.72,3004.670847129821
21,6319376.46,2378.709504443662,3229488.16,1891.464213734094,13739546378.24,1792057.899069779,51385.56,2778.3179991660054,35326.3,2285.9503293298535,20571.8,2769.6088134593733
