difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,6316433.96,1904.8737379550962,3224042.64,2103.7594896290025,13732080517.12,503102.439386451,56480.88,3625.3268431963484,39990.88,2962.3137030203334,21500.46,3108.3388910530093
2,6316658.9,1777.0291678150097,3224103.28,1936.1566077659934,13736148992,0.0,58339.98,3811.582677811924,39218.64,2777.3727914806723,21680.18,3186.1646682915475
3,6316361.2,1784.9447141726998,3224096.54,1946.2529588930622,13736148992,0.0,58199.3,3527.477853963662,39454.88,2619.0199883910464,21970.56,4053.153915112506
4,6316332.66,1641.875316676088,3223972.2,2136.8075558206556,13736148992,0.0,57816.08,3419.6931706257637,39505.22,2339.0151711821813,21722.04,3780.1781135015212
5,6316664.16,2073.5447747905578,3224082.26,1890.7230752669568,13736148992,0.0,58625.04,3489.566009856076,39759.3,3225.15924776892,21772.46,2945.4522760710697
6,6316363.32,1790.1973604571522,3224289.1,2302.3488826741745,13740007751.68,776634.1895512823,58564.7,4004.646399585647,39387.44,2211.310786453527,21699.08,3184.6140434461263
7,6316658.42,2113.26634779781,3223557.4,1967.8909149292865,13740301352.96,296582.0800757861,57854.42,3255.962242736001,39897.08,2898.909195556431,21834.5,2879.885848432191
8,6316823.42,1998.972257262747,3223747.56,2035.4664025520951,13740049694.72,735072.3967794349,57855.36,3316.8774396090903,39327.44,2202.73511946639,21740.24,2886.108456530548
9,6316346.62,1730.6295172920313,3224055.02,1795.2131757901657,13738749460.48,904751.4506055384,57591.06,3114.854269267747,39847.64,2394.339854144114,22456.26,2917.4984518821416
10,6316283.26,2049.045858691408,3223914.04,1917.9450201734571,13738539745.28,735072.3967794349,56757.46,3111.257106714524,38990.62,2210.4684228849387,21537.68,2864.9151601927133
11,6316588.34,2059.437634850042,3224420.86,1608.5875793403861,13737826713.6,4523757.253027692,57344.08,3226.4932429079427,39928.42,2633.211603842776,21484.86,2518.277456386992
12,6316252.84,1940.6500106081646,3224468.18,1947.7074927059393,13738288087.04,296582.0800757861,57278.62,3222.908230914737,39593.5,3342.6577000943425,21425.72,2220.1419888404084
13,6316648.42,1889.1244823451732,3223918.78,2004.9144446095652,13740259409.92,415128.43602224987,56742.38,3132.5408601338568,39551.34,2823.8611907985064,62486.4,3442.29635622525
14,6316161.24,1705.4846047803708,3224114.26,2234.332323317283,13739965808.64,813879.3879949354,57606.2,3113.176158831743,38689.66,2000.3410995862375,62728.44,2642.34550383417
15,6316224.92,1830.6878805297115,3224490.04,2072.5743329768143,13739923865.6,847377.3716451032,58225.64,3242.3219870572852,39483.22,2602.980052688433,62062.74,2869.1887981782997
16,6316523.28,1954.8304278460198,3223858.36,1923.036860206867,13739881922.56,877557.3597773738,57870.7,3082.9926241248395,39018.76,2511.373740340826,62467.22,3465.901245045531
17,6316885.1,1977.0302016831577,3224227.42,2001.376190708457,13739798036.48,929221.8319628184,57003.58,3058.2527497289184,39241.72,2080.1337774876156,62071.72,2943.01578656996
18,6316892.06,1933.9334603288687,3223659.28,1560.3431862175419,13738665574.4,947396.7027967768,57958.5,3237.977336964216,40294.12,2746.23150799604,62095.08,2774.5949573123025
19,6317142.4,2194.5763665389795,3223796.52,1727.8875416920785,13740133580.8,970792.7369391029,58114.72,3346.621952271958,39537.3,2525.577543567298,62459.14,2481.7231670674278
20,6316365.64,2060.6672067907657,3224044.1,1981.6087182501237,13739672207.36,988203.338168609,57404.84,3239.1988387153224,39925.14,2806.5320092198326,62351.44,3262.027165892462
21,6316330.56,1717.143488946877,3223805.6,2024.2391263920197,13739546378.24,2466508.6972323945,57377.36,3061.3213550987543,39345.74,2459.982336173517,61768.9,2638.56945819402
22,6316394.3,2052.0310222622197,3224080,2161.0734766380738,13740972441.6,1998535.533957905,57744.46,3215.058657604358,39406.86,2129.616742467038,61990.8,2909.6417059739256
