difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,6318771.48,1946.6510566422864,3228792.98,1774.642539343904,31330986885.12,503102.439386451,40725.32,3925.943013923079,31781.44,3089.502814237863,nan,nan
4,nan,nan,6319373,2423.432419911385,nan,nan,41932.56,3921.8265796458068,31653.78,2779.0919181250115,nan,nan
5,nan,nan,6319362.96,2759.8188417328543,nan,nan,40960.04,3320.358875120555,31197.94,2458.706200423304,nan,nan
6,nan,nan,6319536.88,2128.198842175405,nan,nan,41069.34,4067.3463224233333,30445.4,1688.9123054528925,nan,nan
7,nan,nan,6319045.08,2228.7808952841624,nan,nan,40619.12,3170.528171025343,32125.14,3238.3861249526303,nan,nan
8,nan,nan,6319322.06,2319.0459281210224,nan,nan,40617.14,3712.1123312194954,31518.8,2661.5733646680123,nan,nan
9,nan,nan,6319528.46,2343.1597819341023,nan,nan,40625.7,3467.199942139984,32077.9,3082.081202826481,nan,nan
10,nan,nan,6319253.56,2507.79580557289,nan,nan,40534.82,3314.5060929809983,31467.06,2832.4245646960976,nan,nan
11,nan,nan,6319342.54,2255.32596141775,nan,nan,40474.36,3080.9293175260996,30912.4,2295.58959568925,nan,nan
12,nan,nan,6318969.96,2101.541290169126,nan,nan,39922.12,2986.677094521397,31057.78,2195.882150753997,nan,nan
13,nan,nan,6318610.06,1892.7758732957825,nan,nan,40883.66,3738.3798826961042,31424.38,2724.2059610020647,nan,nan
14,nan,nan,6318839.98,2032.896179627198,nan,nan,40521.12,3195.874423728958,31408.5,2426.6253820682664,nan,nan
15,nan,nan,6319130.5,2141.5489840347823,nan,nan,40800,2908.4770473039457,nan,nan,nan,nan
16,nan,nan,6319551.46,2167.5539511210345,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,6318624.34,2234.8858858691515,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,6319614.16,2188.927426846308,nan,nan,nan,nan,nan,nan,nan,nan
19,nan,nan,6319376.8,2307.2192733917173,nan,nan,nan,nan,nan,nan,nan,nan
20,nan,nan,6319070.6,2362.443079975145,nan,nan,nan,nan,nan,nan,nan,nan
