difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,3196229.52,2170.335149892095,1856274.76,1721.2523983354417,13734051840,0.0,34274.98,3031.4974712110816,25232.76,2549.7037407734815,17461.2,3541.1795682644897
2,3196157.34,1750.436897183217,1856463.36,2306.965687668898,13734051840,0.0,33994.6,3646.593159850628,28929.08,4672.2672853023,17280.98,2636.738147942705
3,3195701.06,1427.4282913473362,1855655.08,1310.9366154760949,13734051840,0.0,33901.18,3010.157245129922,30727.04,4819.630178716188,17375.22,3000.2576779812953
4,3195964.52,1570.5503161345084,1856126.88,1458.4853149338019,13734051840,0.0,34477.18,4284.402421551449,29835.18,4996.515805181504,16619.18,3092.219417525614
5,3196040.74,1834.9308145774091,1855636.02,1585.014369213177,13734051840,0.0,34269.68,3704.5715246468776,29853.56,5158.5803503503175,17841.68,3402.153876230618
6,3196175.44,1889.8381656228921,1855943.18,1441.5008432964894,13734051840,0.0,34605.14,3653.981959954574,29607.78,4348.921645790424,17825.86,3969.0342268977365
7,3196607.36,1955.0186257268178,1856198.22,1971.6346506161337,13733506580.48,3855567.040985219,33755.24,3214.6357622725523,30476.82,5145.768083680065,17764.38,3110.8567419570436
8,3196261.58,1787.736387566291,1856035.22,1544.1994331652097,13734051840,0.0,34084.12,3210.2946183063214,29545.24,4503.155105080011,17210.02,2987.531384789462
9,3195996.36,1727.4814835240254,1855969.1,1461.7914261170736,13740301352.96,296582.0800757861,33995.14,3826.899213755818,29953.78,4603.825934625084,17240.58,3233.38844879738
10,3196134.12,1890.2997131974298,1856196.56,1848.223152884181,13738246144,0.0,33763.14,3823.9210190054705,30003.02,4016.6716371155067,16948.32,2791.9381201843953
11,3196363.78,1682.2672297363752,1856114.94,1886.3085579825924,13738246144,0.0,32885.76,2919.567116081787,29276.3,4000.6164231660755,19232.08,3851.079630441313
12,3196145.02,1591.5014408810728,1855680.8,1665.5700011021538,13740301352.96,296582.0800757861,33175.22,3113.0834264439495,29482.6,4250.993108458689,19217.52,2911.8170303024162
13,3196626.72,2174.110665377023,1856456.74,1947.9121508289172,13738246144,0.0,34041.68,3628.883093701849,nan,nan,19070.38,2842.9566234568447
14,3195248.46,1527.4872818869985,1856248.06,1719.559488084441,13738246144,0.0,nan,nan,nan,nan,41880.58,2967.802142106828
15,3195975.56,1851.1071608138536,1855676.18,1547.2933667721654,13739085004.8,1037821.0900556246,nan,nan,nan,nan,nan,nan
16,3195876.76,1742.0366635472565,1856654.7,1864.3571332789656,13738246144,0.0,nan,nan,nan,nan,nan,nan
17,3196173.36,2056.0214578408563,1855735.6,1380.995529703563,13738246144,0.0,nan,nan,nan,nan,nan,nan
18,3196180.94,2003.0148746734922,1856207.2,2154.351543139738,13737616998.4,4448731.201136791,nan,nan,nan,nan,nan,nan
