difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,6304544.68,2414.576757098098,3227344.9,2220.0017397492725,13731996631.04,296582.0800757861,35076.22,3545.107524289709,29351.92,2901.011673220786,nan,nan
6,6304809.7,2053.6147250094186,3227754.94,2425.926596884042,13734051840,0.0,35610.52,4113.197615243014,29921.36,2458.9207086501533,nan,nan
7,6304710.46,2052.8869588251287,3228166.46,2564.014384451357,13734051840,0.0,36101.36,4421.185512636046,29626.4,2450.740504502295,nan,nan
8,6304366.42,2402.5774942586904,3227908.3,2432.345204504811,13734051840,0.0,35792.1,4784.937980746651,30808.14,2770.3581586031028,nan,nan
9,6304498.04,2069.8986168606502,3227512.74,2049.7160560946595,13734051840,0.0,35491.18,3585.4632848404367,30509,2620.5081529336703,nan,nan
10,6304460.5,2301.461392423589,3227619.3,2092.2198468982897,13734051840,0.0,35456.72,3632.4948251434407,30581.86,4026.401006063933,nan,nan
11,6304500.38,2103.978659490594,3227566.26,2028.2190318662554,13734051840,0.0,36058.28,3813.127753818219,29840.22,3364.7806386940906,nan,nan
12,6304281.18,2002.2224660794986,3228185.44,1964.979982865277,13738246144,0.0,35283.68,3571.8143473933383,30744.06,3420.148101638708,nan,nan
13,6304931.08,2293.965284864456,3228125.74,2081.359091006231,13738246144,0.0,35885.32,4061.2858798108537,30842.62,3796.6210965294185,nan,nan
14,6304481.06,2223.1135126673316,3227630.54,2233.1557629580284,13738246144,0.0,35067.26,3929.6266572938307,29950.58,3174.176686374993,nan,nan
15,6304657.1,2078.428176212368,3227863.44,2087.7221368794094,13738162257.92,593164.1601515722,35561.94,3891.5392233586413,30320.4,2699.023799337041,nan,nan
16,6304957.12,2132.183422825398,3227583.94,2507.347133802529,13738246144,0.0,nan,nan,29823.64,2982.671770101978,nan,nan
17,6304673.56,1956.9852195118274,3227238.2,2164.674599668269,13738246144,0.0,nan,nan,nan,nan,nan,nan
18,6304851.8,1992.408346802473,3227826.68,2096.8205225229626,13738162257.92,593164.1601515722,nan,nan,nan,nan,nan,nan
19,6304412.6,2397.6493590555715,3227776.16,2110.6523545180653,13738162257.92,593164.1601515722,nan,nan,nan,nan,nan,nan
