difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,0.359062900301069,0,0.35706850001588464,0,0.24711679993197322,0,0.14612889988347888,0,0.11253770021721721,0
2,0.4226526999846101,0,0.4530143002048135,0,0.49731720006093383,0,0.2961879000067711,0,0.10785790020599961,0
3,0.41330259991809726,0,0.40109079983085394,0,0.7419138001278043,0,0.4783383999019861,0,0.1122074001468718,0
4,0.39286890020594,0,0.42412859993055463,0,1.0380655000917614,0,0.6097447997890413,0,0.10974129987880588,0
5,0.4231455000117421,0,0.40661789989098907,0,1.3970828000456095,0,0.7458788999356329,0,0.11379990028217435,0
6,0.3999226000159979,0,0.40136059978976846,0,1.6658542002551258,0,0.8814483000896871,0,0.11196570005267859,0
7,0.40091360034421086,0,0.4029473001137376,0,1.9232207001186907,0,0.9965707999654114,0,0.11321809981018305,0
8,0.4028876996599138,0,0.42812079982832074,0,2.217925200238824,0,1.1807789001613855,0,0.1223570997826755,0
9,0.4759740000590682,0,0.442962400149554,0,2.276809200178832,0,1.176984699908644,0,0.10869480017572641,0
10,0.4130839998833835,0,0.4383368003182113,0,2.396953800227493,0,1.3333677002228796,0,0.11964179994538426,0
11,0.47715969989076257,0,0.4787814002484083,0,2.4987452002242208,0,1.3379688998684287,0,0.13970990013331175,0
12,0.42829619999974966,0,0.4338294002227485,0,2.5061649000272155,0,1.3833039999008179,0,0.10758710000663996,0
13,0.4683950003236532,0,0.4284554999321699,0,2.4547033002600074,0,1.3542498000897467,0,0.11121359979733825,0
14,0.5654289997182786,0,0.5893485001288354,0,2.373417899943888,0,1.2994301998987794,0,10.003693399950862,0
15,0.43116450030356646,0,0.4373619998805225,0,2.3605272001586854,0,1.268950100056827,0,10.002868199720979,0
16,0.46475879987701774,0,0.45547909988090396,0,2.6205953997559845,0,1.4028420001268387,0,10.003739099949598,0
17,0.4581621000543237,0,0.45293299993500113,0,2.5359485000371933,0,1.2994048995897174,0,10.003639199770987,0
