difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,0.44231810001656413,0,0.4518122998997569,0,0.4654171001166105,0,0.25760489981621504,0,0.20483169984072447,0
2,0.5009667002595961,0,0.5096947997808456,0,0.9188418998382986,0,0.5343059999868274,0,0.20755549985915422,0
3,0.5350682996213436,0,0.5534439999610186,0,1.4012274001725018,0,0.7247335999272764,0,0.25313179986551404,0
4,0.49977520015090704,0,0.4888500003144145,0,1.8951498996466398,0,0.9179365998134017,0,0.23942850017920136,0
5,0.4949953998439014,0,0.4968387000262737,0,2.1993525000289083,0,1.0837623002007604,0,0.2044493998400867,0
6,0.49245680030435324,0,0.5086110001429915,0,2.5454351999796927,0,1.2259236997924745,0,0.20804679999127984,0
7,0.49729570001363754,0,0.5594005999155343,0,3.3083635000512004,0,1.6893740999512374,0,0.2916542999446392,0
8,0.5341763002797961,0,0.5473067997954786,0,3.1737219998613,0,1.5159740997478366,0,0.21383649995550513,0
9,0.5510797998867929,0,0.5586202000267804,0,5.262719399761409,0,2.709285099990666,0,0.23271120013669133,0
10,0.6721888002939522,0,0.9076090003363788,0,4.204046899918467,0,2.028548200149089,0,0.3198909000493586,0
11,1.223638900090009,0,0.997061800211668,0,4.715486200060695,0,1.8002335000783205,0,0.5196067998185754,0
12,0.6606356999836862,0,0.5686312997713685,0,3.674416100140661,0,1.6908287000842392,0,0.2118788999505341,0
13,0.5419161999598145,0,0.5609571998938918,0,3.655763499904424,0,1.6685716002248228,0,0.20890629990026355,0
14,0.571017200127244,0,0.5339674996212125,0,3.5153795001097023,0,1.7946387003175914,0,1.4066889001987875,0
15,0.5755499000661075,0,0.634016599971801,0,3.5429977998137474,0,1.674890000373125,0,5.1652175998315215,0
16,0.6245500002987683,0,0.6867094002664089,0,3.5718875001184642,0,1.7367740999907255,0,10.003376299981028,0
17,0.589368199929595,0,0.655294899828732,0,3.7427445999346673,0,1.6925393999554217,0,10.003356700297445,0
