difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,4644303.88,1965.211414498061,2483700.72,2135.5437871743056,13734051840,0.0,44705.34,3535.7764243313154,34116.68,3957.8351763641326,19871.8,3458.0325655623597
2,4644392.06,2021.5182656526622,2483163.68,2224.184908624978,13734051840,0.0,45587.72,4464.843988132995,34879.8,3500.102237573838,19051.62,3186.409122751035
3,4644233.46,1785.0718068218443,2483302.14,2301.4365878196822,13734051840,0.0,45206.7,4460.286278219535,34939.08,3682.6442409923725,19354.2,3505.7535857617877
4,4644358.56,2267.1406261578727,2483417.8,1785.6837825966195,13738246144,0.0,44719.58,3517.9944488939973,35072.84,3540.609069937325,18879.3,2866.4007883741306
5,4644437.02,2015.1251593276043,2483465.12,1854.9877896072085,13734051840,0.0,44154.44,2936.1448009668898,34937.18,3552.1619441043026,20411.08,3634.3526489793003
6,4644531.58,1970.87390841148,2483598.24,2506.7353316329873,13734051840,0.0,44687.92,3877.5469619914315,34160.58,3996.5717711609805,18796.96,3108.816704871774
7,4644416.8,1877.158414808328,2483562.44,1941.3333852414585,13738246144,0.0,45306.14,4389.382026189647,34007.4,3283.7765652693615,19495.76,3354.9528818127496
8,4644618.42,2252.1521144297985,2483536.44,2079.7872453985406,13734051840,0.0,44443.6,2930.821574582939,33941.2,3755.206323307981,19527.64,3819.9922574982975
9,4644621.48,2373.616368088395,2483067.52,1781.604427567054,13734051840,0.0,44901.08,3747.2553484558016,34151.7,3742.417407374598,20167.14,3134.6203364154626
10,4644520.2,2017.1411371906872,2483529.5,1992.8753737005334,13734051840,0.0,45111.08,3972.2526320793377,33795.48,4396.87820256182,19167.9,3163.1021665963513
11,4644879.32,2462.357841664806,2483365.06,1991.3239817789981,13734051840,0.0,44110.88,2997.5680866805533,34617.04,3729.674883024152,20324.22,3686.195313516059
12,4644449.14,2005.3916509942767,2483359.2,1911.651225554302,13734051840,0.0,44620.28,3352.7563746498345,35863.34,3592.731128775638,20765.42,3226.0488950202266
13,4644414.32,2041.5339714868066,2483735.42,2177.2660734723895,13738246144,0.0,44418.1,3320.206793719515,34316.68,4128.16294291605,21590.2,3015.3341913814934
14,4644264.46,1520.8701082349041,2483185.36,2007.8218552573283,13738246144,0.0,43895.9,2522.0561926284495,35155.18,3533.559433922291,21904.16,3453.994985756733
15,4644350.32,2220.8940233287008,2482956.64,1830.2947321485171,13738246144,0.0,44505.08,3651.729351796969,34730.94,4067.808548110596,21042.36,3369.0691850832554
16,4644374.32,1825.394566684593,2483349.08,2095.232127220938,13738246144,0.0,44797.88,3433.8846963395704,34719.32,3123.280885118554,21589.58,3335.143145292543
17,4644392.24,2255.448510172825,2483572.78,2395.515728120663,13738246144,0.0,44226.62,3307.7804006892106,34983.52,3320.7597928234213,58139.48,2999.6891215795094
18,4644300.64,1950.3879233189923,2483616.76,1987.2201644611039,13738246144,0.0,43789.62,3234.921756553071,33796.3,3306.7306453995448,58557.14,2866.7523686682994
19,4644151.56,1876.5008704327036,2483677.54,2256.7523370126914,13738371973.12,503102.439386451,44546.56,3599.8733263427875,35403.68,3600.9824648055055,59489.12,3265.8842203005547
20,4644885.42,2020.450102308485,2483313.12,1922.129852267945,13738371973.12,503102.439386451,44910.44,3586.6134908937743,34703.3,3634.1300295158085,59660.86,3816.6731854443337
