difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,6319126.22,1987.902076284936,3228956.28,1745.955700398811,13731996631.04,296582.0800757861,43043.02,3372.4249949451228,32759.16,2878.622221175418,nan,nan
4,6319177.28,2207.3520940119124,3229532.38,2128.7828455888753,13734051840,0.0,43464.88,4040.3006083352616,33602.12,2796.91406944095,nan,nan
5,6318683.6,2062.078493725618,3229486.28,1671.5414985050445,13734051840,0.0,43778.04,3556.6737439377716,33174.42,2896.6091019306964,nan,nan
6,6318667.44,1888.2174420790177,3229234.38,1753.3368756721673,13734051840,0.0,44324.86,3546.527609090449,32504.56,2217.166118802862,nan,nan
7,6318412.08,1765.0537234120134,3229848.24,2230.607024181205,13734051840,0.0,42093.9,3170.0185877907365,32457.64,2643.7356590820573,nan,nan
8,6318770.26,1664.283357570373,3229388.98,1924.9823692805128,13738162257.92,593164.1601515722,44005.5,3478.5891067312605,33071.16,2478.0680786550192,nan,nan
9,6318778.76,2074.6628008288135,3229564.74,2008.968115775878,13734051840,0.0,43136.32,3723.357774912317,33169.78,2483.393261944106,nan,nan
10,6319247.48,2467.616219292272,3229381.56,2216.7322535844587,13738246144,0.0,43461.7,3764.2458075954605,32535.46,2816.6923300283997,nan,nan
11,6319070.28,2218.162992851775,3229058.56,1522.4269448643438,13734051840,0.0,43553.4,3527.1587686963903,32903.16,2580.5724832339993,nan,nan
12,6318431.9,1602.796818956521,3229319.4,1967.934336054028,13734051840,0.0,44020.62,3389.156910935045,32777.98,2503.159525846632,nan,nan
13,6318616.54,1654.5247077548975,3228905.62,1898.5385129899585,13734051840,0.0,43101.22,3473.635913681272,32939.6,3291.9523888738495,nan,nan
14,6318668.1,1815.4933466792806,3229144.46,2096.1575946556723,13734051840,0.0,42706.28,3456.0754375742554,32848.42,2798.259795162788,nan,nan
15,6318994.56,2327.2694621353485,3229240.56,2172.458356943364,13738246144,0.0,42981.16,2998.645261188622,32606.7,2823.3830499843225,nan,nan
16,6318676.6,2210.2072947382753,3229027.06,1890.2582094431827,13738246144,0.0,nan,nan,nan,nan,nan,nan
17,6319040.4,1898.2768125705106,3229463.64,1935.0403123997817,13738204200.96,296582.0800757861,nan,nan,nan,nan,nan,nan
18,6319377.82,1817.4597959228474,3229216.72,1963.4290291867087,13738246144,0.0,nan,nan,nan,nan,nan,nan
19,6319202.38,2327.4846271001998,3229417.34,2108.920505464193,13738246144,0.0,nan,nan,nan,nan,nan,nan
20,6318526,1761.1657665145713,3229285.76,2074.631145578433,13738246144,0.0,nan,nan,nan,nan,nan,nan
