difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,2073281.4,1810.1304158675914,1271589.78,1758.1433190169912,13733506580.48,3855567.040985219,24315.32,3141.7541079947746,20965.74,3241.3418663087227,15813.76,2593.997219327259
2,2073253.8,2134.220595678996,1271768.52,1802.951053021639,13733506580.48,3855567.040985219,25344.44,3199.4518354472752,26600.76,3746.1496399500593,16053.06,2329.083084978871
3,2073448.94,2401.8559950205854,1271625.68,1754.8988509720032,13734051840,0.0,26193.58,3719.106838629788,28339.96,3916.392576682511,17465.32,2669.858793483816
4,2073440.96,2270.704942775009,1271240.5,1954.7254126284618,13736987852.8,6226926.540333748,25795.64,3728.879701323009,30156.36,4055.1693276506185,17967.08,3248.8087539896837
5,2073405.68,1936.6705433473676,1271418.32,1768.8775345526037,13737616998.4,4448731.201136791,25484.56,3773.4189723941986,30655.2,4667.664459898985,17895.98,3227.844162652117
6,2072978.94,1623.6110473451529,1271229.3,1563.4895593002263,13734051840,0.0,26505.36,3658.9895212660413,32084.4,4546.119969326613,17693.92,3732.031590084381
7,2072801.64,1634.7450623187428,1271393.28,1844.7717743915741,13737616998.4,4448731.201136791,25959.16,3636.298012977439,33479.38,2989.7428180295346,16784.34,2818.892977169352
8,2073490.5,2309.215488747074,1271402.94,1641.9398359556171,13737616998.4,4448731.201136791,25477.68,4005.907400276726,32472.56,4369.646444204261,16765.78,2866.8767709826666
9,2072545.74,1575.339870164725,1271760.38,1552.6264369297146,13734051840,0.0,26331.62,3692.072654391585,33290.18,3583.430039011477,17296.18,2452.515965039883
10,2072882.14,2044.7102585022872,1271583.96,1680.3022803857014,13733506580.48,3855567.040985219,26725.12,3438.6767307753007,33112.14,4423.357059279473,16598.88,2847.1621004295575
11,2073238.32,1976.2264643424212,1271040.38,1478.4887746393931,13738246144,0.0,26141.62,2949.3010302339053,33215.34,4406.468819073771,16456.14,2471.9851397248344
12,2073164.32,2081.30431475367,1272033.02,1898.4405898160796,13736358707.2,7546536.590796764,27327.44,3750.199005114153,34016.94,3377.9806333950223,16193.1,2508.7697387446333
13,2072879.1,1361.8433223737147,1271424.66,1725.2957937462108,13738162257.92,593164.1601515722,nan,nan,33455.26,3889.4730654599957,18005.04,3203.431144945707
14,2073476.74,2077.6132382508304,1271037.2,1702.300963821783,13738162257.92,593164.1601515722,nan,nan,nan,nan,17814.06,2882.8014889856636
15,2072421.44,1661.7121875600824,1271354.32,1591.796295551228,13738246144,0.0,nan,nan,nan,nan,19048.96,2899.474167387414
16,2073122.1,2023.1941027867347,1271388.42,1582.0870366160552,13738246144,0.0,nan,nan,nan,nan,nan,nan
17,2073113.92,1476.3119497793223,1271314.92,1491.1376815392073,13738246144,0.0,nan,nan,nan,nan,nan,nan
18,2073155.4,2033.1197902810973,1271625.96,1547.8714675321075,13737616998.4,4448731.201136791,nan,nan,nan,nan,nan,nan
