difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,0.6177277682721615,0.00898119248442506,0.3889037499576807,0.007223496080631091,0.2997594416886568,0.0036956597105740406,0.23570921510457993,0.005205420389846902,0.1470926421135664,0.0005969208901171328
2,0.22735087245702743,0.0031255306037549944,0.3870202895253897,0.008085562008225576,0.6286229878664017,0.007797662928868838,0.43197986006736755,0.005687230881197413,0.1772507658600807,0.0001488349450025165
3,0.21995048284530638,0.004823459743513353,0.3854827678948641,0.006842660051159843,0.9386343652755023,0.006230423437450697,0.618822106719017,0.005628567894330557,0.17756332218647003,0.002274313750855389
4,0.22292875364422798,0.004968043215923159,0.38671759150922297,0.006710427609874333,1.2722710766643286,0.01277655356850124,0.8374128552526235,0.009718963099709226,0.18059778429567813,0.0032041892543085313
5,0.22771981716156006,0.0027518056430556855,0.3875436282902956,0.007812654732503286,1.6002954734861852,0.013156411990136906,1.05714988745749,0.013886836342183663,0.17991214275360107,0.0021233912757259977
6,0.22585118249058722,0.004037336387792741,0.38714377403259276,0.008083753253129374,1.9449859178066253,0.014603456904342145,1.2986976765096188,0.01610814721526461,0.1922421918064356,0.001561498467849403
7,0.22956653021275997,0.0019126213208919569,0.3899301228672266,0.007212461299574056,2.2802222841233015,0.02018591033262103,1.5327748645097017,0.01550130091010247,0.17726894482970237,0.00010909806782729192
8,0.22885387517511846,0.003370018073344773,0.38718960277736186,0.0071444184635230884,2.56616248331964,0.026903430945835506,1.7222372822463512,0.019920758201621726,0.17784722231328487,0.0030061504955456505
9,0.22856148302555085,0.005014122071507564,0.3868814965337515,0.00716639234544428,2.8143971537053587,0.03225189449855953,1.8641808395832777,0.015670056397159057,0.13177995443344115,7.398509418347951e-05
10,0.237902459949255,0.001991413594135276,0.3858148329705,0.0064339470284660825,3.0503940538316967,0.03684031719135517,1.9843227080255748,0.02123479263518466,0.13309966862201691,0.0011563354186079186
11,0.2287348087131977,0.003656684450842835,0.38934150472283363,0.007907617756911069,3.1514586993306875,0.023463758343858453,2.036652311086655,0.02118597471648721,0.13193925112485885,0.0007008800474048147
12,0.2298529452085495,0.004332662314871748,0.3866661601513624,0.006730314035682343,3.244437600299716,0.030549338843101452,2.0586027028411626,0.02618537615097072,0.13181865200400353,0.00035940571780628813
13,0.24971500642597674,0.003181017786040848,0.41947217352688315,0.011415732097927392,3.311251153871417,0.025433157113898198,2.076427482664585,0.02232500925284402,0.13193439722061157,0.0006078733131310723
14,0.23881160624325276,0.004317111172410541,0.4223730653524399,0.010058335552583649,3.3517234342545272,0.032265755057354004,2.0793291579931976,0.022684875493692618,0.11698773562908173,0.002789503383349983
15,0.24817581966519356,0.006864318054142004,0.38758639976382253,0.007443708625105618,3.3716439017653466,0.06391418964951943,nan,nan,0.10143102988600732,9.044549461947406e-05
16,0.24948972053825855,0.002802172917668711,0.38510357424616815,0.008337447469375182,3.3715564116090535,0.03125033329085812,nan,nan,0.10156075432896614,0.000607382877067615
17,0.23752518713474274,0.0027826690359926257,0.38604626186192037,0.008518462098693181,nan,nan,nan,nan,0.10148213744163513,0.0001108789298028535
18,0.2502087802439928,0.0027644855035768635,0.42287186577916147,0.011546192697633465,nan,nan,nan,nan,nan,nan
19,0.24764063246548176,0.0032672652238318694,0.4185156192630529,0.011624858207487297,nan,nan,nan,nan,nan,nan
