difficulty,ILP,ILP GPU,Hill Climbing v1,Hill Climbing v3,Offering Order
5,226,226,226.0,226.0,nan
6,398,398,398.0,398.0,nan
7,563,563,563.0,563.0,nan
8,712,712,688.0,688.0,nan
9,852,852,798.0,806.0,nan
10,969,969,908.0,915.0,nan
11,1079,1079,1017.0,1018.0,nan
12,1182,1182,1113.0,1114.0,nan
13,1277,1277,1195.0,1196.0,nan
14,1365,1365,1245.0,1256.0,nan
15,1439,1439,1245.0,1306.0,nan
16,1489,1489,nan,1306.0,nan
17,1536,1536,nan,nan,nan
18,1573,1573,nan,nan,nan
19,1573,1573,nan,nan,nan
