difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,1174466.403640257,377075.19634020684,480739.05337078654,545127.1037279753,8887.728571428572,4022.176727965405,7470.26,2823.219074409663,5601.97,1619.9322986970194
2,1044138.5813510942,593907.3965541155,498663.261707989,557790.4538491673,10480.514285714286,3622.7364081273295,7732.625,2119.8808330282627,5688.91,1688.8375687341395
3,1034243.59,606981.2288386886,480963.8156424581,543297.6228462397,11136.677322677322,3322.7552682638584,7676.5654545454545,1833.5734791270766,5705.215,1708.7094188790056
4,1033273.4862745098,600054.9098336329,477886.5449438202,540665.3772436546,11472.802307692307,3195.92173220707,7639.4749303621165,1665.161973370016,5891.125,1878.3013601048847
5,1026029.0349650349,603806.4796200449,481933.06424581003,544771.2186691985,11906.322319201994,3007.742760238323,7547.6463414634145,1477.7920598014214,5822.02,1812.734112996749
6,1041627.5371428571,594714.9139177682,475414.94101123593,539860.0567803928,11214.825196850394,2384.1152057924623,7492.341626794258,1375.6911578966317,5826.015,1843.3023033901459
7,1043277.216730038,593572.9614986313,461766.849002849,528660.6144701289,11346.979628791309,2283.676540912917,7454.580869565218,1332.9317119165698,5841.445,1861.6129433178753
8,1046757.6722068329,586614.4852977914,478672.06197183096,548618.5331407107,11279.006397441024,2096.3873844208892,7423.631746031746,1273.853747585809,5829.45,1844.8730444806374
9,1052742.249090909,583765.0704866378,469109.81920903956,538655.4717818191,14168.476120499632,3179.6930242382678,7401.042836041359,1246.6396029790742,5849.82,1849.3839875121478
10,1080301.633126935,542828.7655595214,474195.0507042254,544064.7772401258,13630.67543559959,3150.606680376108,7363.172610556348,1219.4698003740984,5939.96,1918.4413031333117
11,1076671.4364508393,551389.8683689382,475136.40168539324,543879.5629041974,13123.027009222662,2797.4806196633735,7343.66620498615,1211.082459156481,5962.495,1968.5679793753911
12,1077302.9568,551183.4424972628,476647.9747191011,542961.5807363905,12698.001963993453,2489.9346328956235,7326.928275862069,1208.719223750425,5879.465,1913.5922200663579
13,1061462.6196692777,571941.3323623139,476990.4915730337,545631.8474957035,11679.926957091386,2258.9779409539883,nan,nan,5833.935,1815.2601211153067
14,1103055.9523178807,504125.6379030188,477471.08938547486,542062.0720150323,nan,nan,nan,nan,19691.913547982436,6774.8659757356445
15,1119460.1488203267,485257.4621507248,476266.6713483146,544162.6580628584,nan,nan,nan,nan,nan,nan
16,1118147.2463592233,485019.9364424305,469231.3971830986,538403.5020856139,nan,nan,nan,nan,nan,nan
17,1189126.1937665392,344749.0584883767,478470.79271708685,543666.3700930554,nan,nan,nan,nan,nan,nan
18,1198624.7300720138,317472.41209169157,508716.2837837838,572747.7666251862,nan,nan,nan,nan,nan,nan
