difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
3,1352749.428253615,1338191.9287852356,841705.0376175549,1003408.5402742767,12082.059304703476,6065.335969314155,10054.624,3853.563930505106,nan,nan
4,1895061.393979933,814671.3833966305,848833.1931464175,1011259.4446523305,13918.717647058824,5732.830233860529,10864.320430107527,3020.1093806036497,nan,nan
5,1645932.7096551724,1115663.0889780675,843380.6796875,1006078.4932360657,16610.509230769232,5587.261615995856,11715.004285714285,2787.5535202075785,nan,nan
6,1625156.8799142244,1128052.696320697,832706.704866562,996358.9237421824,12892.696363636363,3678.17011341084,11277.004444444445,2342.7381999740387,nan,nan
7,1627881.6068620444,1130690.2712161462,859497.9969135802,1022522.9200058299,14262.832402234637,4093.6549926102384,11002.234790874525,2126.017859323028,nan,nan
8,1632367.2150997152,1136904.3020513193,838212.6300940439,1000768.9134047667,12778.850804697695,3181.4088563873033,11039.9901071723,2025.0144790015893,nan,nan
9,1638582.4578651686,1120044.9059575663,841720.6932707356,1003246.6667952817,12664.174301242236,2975.9725247151905,10973.14233038348,1922.1200559841236,nan,nan
10,1641931.7987594763,1111136.8848554483,847795.1798449613,1012724.7912006665,13262.126928471249,3095.9533040355786,10903.882588392262,1860.6792397405056,nan,nan
11,1688064.1817613991,1076782.9836005704,852500.8761609907,1018751.4604280579,13074.147686248769,2934.396968676383,10964.881433224755,1847.562948246141,nan,nan
12,1657626.4040870138,1094506.6664448862,832778.6515625,1001413.1485098944,13095.150257400257,2779.6051504973366,10792.033548387097,1822.1053331863843,nan,nan
13,1687507.4550669217,1095532.0647692278,860608.0138888889,1023934.0022330525,15911.306233933163,4223.5844846288455,11234.33525271913,1862.704252792785,nan,nan
14,1693182.4665833854,1076513.8047411,837754.5210608424,1002935.4398409965,13202.042816365367,2864.103033464525,10874.97293814433,1859.9374203235775,nan,nan
15,1715435.705882353,1047727.661007501,860885.5888717156,1021108.9333718361,17807.25917721519,3834.388598080969,nan,nan,nan,nan
16,1768278.8945491596,984008.0945756023,844457.4713178294,1007933.6966821477,nan,nan,nan,nan,nan,nan
17,1660600.074,1103517.9021116644,832002.0468018721,998669.0038511732,nan,nan,nan,nan,nan,nan
18,1663208.7913621264,1115641.8692651356,844925.3385093168,1006171.032240789,nan,nan,nan,nan,nan,nan
19,1661373.1135458166,1095869.1293063748,849972.5023255814,1013096.0280525682,nan,nan,nan,nan,nan,nan
20,1657672.4597471724,1100445.5285678303,860722.9366306028,1024552.3363925052,nan,nan,nan,nan,nan,nan
