difficulty,ILP,ILP GPU,Hill Climbing v1,Hill Climbing v3,Offering Order
7,358,358,358.0,358.0,nan
8,530,530,530.0,530.0,nan
9,695,695,695.0,695.0,nan
10,827,827,827.0,827.0,nan
11,940,940,936.0,936.0,nan
12,1043,1043,1032.0,1032.0,nan
13,1136,1136,1103.0,1103.0,nan
14,1224,1224,1163.0,1163.0,nan
15,1288,1288,1213.0,1213.0,nan
16,1359,1359,1213.0,1213.0,nan
17,1419,1419,nan,nan,nan
18,1469,1469,nan,nan,nan
19,1469,1469,nan,nan,nan
