difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,1065847.0851438637,1253497.9408263452,469294.0495458299,756388.5674309985,18817.040532365398,9442.979619195936,14611.622352941176,4538.478636011752,11876.99447513812,3493.28453680171
2,1395027.1485305799,1136283.9103676877,459212.27408637875,735175.9728776041,19339.900028481916,7650.141934662858,16337.498158863757,3843.758003311723,11882.745555555555,3532.557319177252
3,1389689.0109666937,1158220.1290332817,454170.5133111481,732873.6794072236,20697.370088495576,7259.165494138766,17005.095904095902,3368.2170392426087,11961.932388222465,3547.1287219519036
4,1396043.9418935392,1160609.4984970165,469987.40562913904,757733.2341631146,27745.45093688363,7827.085320588078,20426.28284972871,4049.1620108434017,12103.686759956943,3609.1021315496155
5,1398680.841532258,1161965.384969069,461656.0580912863,744877.0706785802,20610.128125304018,5709.962855524291,17801.762067654883,2860.1070387929067,11820.752497225305,3499.7173114103693
6,1404517.1054119547,1158024.768833975,466355.3383084577,746529.472981239,21994.750671299953,5771.752414553826,18026.66703803915,2735.0880473545726,11861.450937155458,3529.229556307035
7,1542652.1514754097,1083021.1896861177,466102.5307125307,758978.970946674,29731.847295718508,6611.044978983038,18942.601424979046,3140.9510040282303,12071.853290183388,3617.967531414094
8,1587070.3843825667,1055058.9639551772,462627.7990074442,742539.4699396169,21596.22926673071,5080.7920908280275,18410.00279684719,2576.1491386331686,11842.012154696133,3516.5467148067964
9,1624517.9025007025,1026591.3885414434,460703.60696517414,742375.6082406256,21716.149751725807,4974.183893947577,18463.965210261216,2516.4269646279963,11788.758011049724,3467.0159518849
10,1617232.7225352114,1021553.6063976024,454893.1817427386,736077.6017033868,22017.966086803724,4978.040216007093,18642.23731823732,2479.1529013790687,11846.365555555556,3506.746886036647
11,1710035.6606260296,959120.4593350027,478942.3594771242,778193.5748421905,23013.530936312596,5219.016674655053,19010.389909718535,2619.903996217976,11898.145394006659,3512.147647167437
12,1753055.6378871447,920220.7818248783,477886.1236691237,773684.7154292818,25299.149138509732,6230.762818983546,19979.385156414024,3040.022833176116,11829.65888888889,3466.3379878362193
13,1800214.8134957827,875398.7850369761,460317.1466445733,744183.3653450613,22179.567956046394,4922.510095278017,18903.48001665279,2492.8562692452933,11769.821309655938,3459.8556530954447
14,1799844.24050166,862522.3052331086,461223.1029045643,747096.9129590181,26825.407395032853,6612.4904953900095,21429.571897435897,3216.2646284679968,11828.807777777778,3509.775505933805
15,1823467.9174468084,831186.3393687335,460581.32976092334,747952.2485899081,nan,nan,18968.1305431509,2558.8460045985626,15513.87293144208,4716.8420215465385
16,1837937.293598955,814246.4613113197,468749.2733990148,758334.9560952904,nan,nan,nan,nan,23710.56549036588,4432.55004694253
17,1807248.2355079048,861475.4613082083,471649.3412438625,765619.8055077877,nan,nan,nan,nan,27976.480872258497,6290.006119437131
18,1899368.9047114875,749304.091836507,463997.474938373,751942.1856481052,nan,nan,nan,nan,nan,nan
19,1957480.108164275,653119.4816471457,459278.44913151365,735846.7699471484,nan,nan,nan,nan,nan,nan
20,1924962.7582225332,706795.8343552983,465185.2893442623,755483.8267853425,nan,nan,nan,nan,nan,nan
21,1955387.8099122986,666489.5437784449,456815.9512799339,739610.9293289568,nan,nan,nan,nan,nan,nan
22,1936460.4978775692,696069.5193061345,479455.7363782051,776947.3414119314,nan,nan,nan,nan,nan,nan
23,1941340.3376847557,681503.6459593554,468095.0729508197,755108.1599223678,nan,nan,nan,nan,nan,nan
