difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
2,1392926.7590643275,1435666.0550552492,757599.8455149501,914865.1958774916,15264.003395585738,7531.223404784748,12775.042857142857,5085.789115701721,nan,nan
3,1826052.4101069,994680.3744223102,757875.9216666666,914601.2832029739,17377.332549019608,7177.580167249908,15257.74607703281,4680.7811339564305,nan,nan
4,1762392.1850763806,1083548.6400525465,755430.935108153,913791.0525762207,17301.116478797638,6493.137857142756,15745.79619047619,3959.4371325313195,nan,nan
5,1748230.5320399764,1072861.311036654,752127.7216666667,907770.7817591566,17358.174188106284,6118.333359530002,15935.06074074074,3614.843366268208,nan,nan
6,1752321.329225352,1077783.3331891405,765815.6495016611,925035.5886244695,17016.521785714285,5730.251452485053,15894.521099744246,3344.0051539739043,nan,nan
7,1756381.6328445747,1077016.0985341643,768775.8424543947,927500.0619675921,17495.565163681284,5608.948610608815,15897.479467258601,3171.5458075528477,nan,nan
8,1766994.6760969977,1072708.8108984528,757215.3671096346,911609.6078137538,17112.304492512478,5322.10942640682,15766.9085,2993.949658128114,nan,nan
9,1833357.2364322795,981986.6452848118,757602.9750830565,909507.4080544577,15923.754949858576,4619.541639015226,15563.914923291492,2818.8355817508464,nan,nan
10,1862540.271222411,937225.6279567842,775429.9275123558,934304.9532220085,17897.627336732217,5498.559759747174,16884.063636363637,3431.384901210232,nan,nan
11,1836177.4715733803,956292.2012395442,769932.5237315876,926150.419406373,15847.661237016053,4547.28105029629,15563.170958210216,2726.9915964537167,nan,nan
12,1817215.7383495145,986222.3577071655,751654.8573797678,908749.8953089712,18155.236595938855,5440.557258279144,15778.730204081632,2782.0248214661815,nan,nan
13,1816696.7876278616,989365.6847018178,782605.5153473344,947085.1812353128,15884.028213166144,4487.516544675185,15320.662270183853,2579.2309574201836,nan,nan
14,1813173.2018674966,929610.549882395,836197.7406832298,1007226.4213600497,17872.88991837635,5297.471531255609,16223.95766366131,2976.8450404866016,nan,nan
15,1858001.8643809524,869828.9297358672,827591.5038880248,998729.1811267118,15695.770178139433,4398.626293750278,15454.082352941177,2611.896595446755,nan,nan
16,1893430.9208513468,820996.6318831064,847415.5808936825,1018293.9779530277,nan,nan,nan,nan,nan,nan
17,1933679.4441401972,748504.2473088317,829005.3763608087,997837.4204323855,nan,nan,nan,nan,nan,nan
18,1933146.856984171,758470.6321811144,849746.8921417566,1019916.2253195283,nan,nan,nan,nan,nan,nan
19,1840346.3363265307,901911.5849595126,840167.4845679012,1009428.718761288,nan,nan,nan,nan,nan,nan
20,1993631.5089168388,623857.1828617998,827005.3720930233,1003048.5493975545,nan,nan,nan,nan,nan,nan
21,1875866.122013034,861675.2236678067,836907.9133126935,1009270.2850206929,nan,nan,nan,nan,nan,nan
22,1788079.9204761905,959019.6020160521,809789.9546165884,979433.0061288832,nan,nan,nan,nan,nan,nan
