difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,0.8294639571011067,0.005619166588337915,0.16331918697804212,0.0031169058301016308,0.04205925699323416,0.0001795432416689376,0.025009249895811082,0.00014792599764995077,0.02364967666566372,0.00015021619172457345
2,0.10106209762394429,0.006308066320772732,0.13693960469216107,0.0226689153206956,0.09641753807663918,0.0004019096897332582,0.055382849834859374,0.0005135306599528946,0.024006246030330657,0.00016917130230996948
3,0.09843182723969221,0.0005954323773255251,0.13692629784345628,0.021623741194990005,0.15868797354400158,0.0007625760939361517,0.09048947662115098,0.0005203056977373459,0.024392217360436917,0.00015218928539747372
4,0.09856314100325107,0.0006097530791464416,0.1387977731227875,0.02750632458227442,0.2163876935467124,0.0009781108786809302,0.12237231034785509,0.0005261496067295761,0.024533073380589486,9.193538218452066e-05
5,0.09970508713275195,0.006010767407989784,0.13781807940453292,0.02260757311579631,0.270805404484272,0.0034254099686773154,0.15265907313674687,0.0007117041937045178,0.02439924567937851,0.00015731928267862265
6,0.09891398251056671,0.0005195172350158763,0.13762104909867048,0.022284646107605825,0.32242504093796015,0.001589174226055476,0.18074953075498343,0.0010912227029839746,0.024236044287681578,0.00011712821138092834
7,0.10066271189600229,0.006059900182784026,0.13729056015610694,0.021888566072827558,0.361428660005331,0.0013453260239551599,0.2028845939785242,0.0007664532206932462,0.024360206574201584,0.0002799019363094956
8,0.10132238171994686,0.005906906433997866,0.13756828874349594,0.022576307569865752,0.401722257360816,0.0017913927346596146,0.22376586936414242,0.0013956032996260814,0.024100490473210813,0.00015552081149797784
9,0.10082579724490642,0.0010854362034489757,0.13735920406877994,0.021951911684664913,0.42181565262377263,0.0023787580461925983,0.23805655993521213,0.0008847668025870487,0.024003195576369762,0.00011813524415227635
10,0.10112089246511459,0.0006921613964305983,0.13705338764935732,0.022879324236490788,0.4418733350932598,0.002211310268173265,0.2485506294667721,0.0010175885179617523,0.024144043028354645,0.00012007554352322506
11,0.1120035919547081,0.006141640197202237,0.13775559201836585,0.021968007654776595,0.45313847344368696,0.002122837382467554,0.2559662565588951,0.0007985698294469191,0.023729582093656065,0.00014514378464105016
12,0.10392101783305406,0.0005189131987662638,0.13756971333175896,0.022300448331742447,0.45579600874334575,0.0043907320767561505,0.2590752741321921,0.001188947604089914,0.023676303438842295,0.00013371352982513175
13,0.10770087700337172,0.006100935682910526,0.13703676387667657,0.02355200540844681,0.4577556434646249,0.0018022957135746423,0.25991922821849583,0.0010892014419135753,0.02333732891827822,0.00012272549048405226
14,0.10951858054846525,0.006026346889451756,0.1376381654664874,0.02278638835178621,nan,nan,nan,nan,1.7250129653140902,0.009551629968780935
15,0.12319535672664643,0.0007629740755828926,0.1379211165010929,0.022163055414299134,nan,nan,nan,nan,nan,nan
16,0.1520550100877881,0.0018111283731405976,0.13781504914164544,0.02191615265890771,nan,nan,nan,nan,nan,nan
17,0.1472222265228629,0.006315110290643434,0.13783728394657374,0.021950834382137244,nan,nan,nan,nan,nan,nan
