difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
3,1362045.4916013437,1354816.139397171,781942.2009724473,947894.0321312936,12537.68263473054,6133.7712406869105,11380.473333333333,4394.627111308427,nan,nan
4,1856537.958651144,893065.5906019672,834947.7003154574,996134.1384026356,16764.556842105263,6767.495157943035,12693.954379562043,3725.9866857240445,nan,nan
5,1665393.764423077,1132681.0967417434,786263.6445880452,953328.4362753192,13532.055283414975,4285.706244862068,12309.73125,2936.1139445519952,nan,nan
6,1646627.0549295775,1132005.6518834208,815388.2101910828,980835.7942718514,13860.070156502969,4142.824785256903,12558.485,2746.4678055972513,nan,nan
7,1659788.4066478077,1155703.7752697389,838967.9733124019,999268.6671045702,18802.584704313027,5031.2414470259,13074.601328903655,2625.137385256161,nan,nan
8,1649621.467270195,1127834.300131948,784283.2762520193,949249.0910511017,13449.254894283476,3332.0877096680993,11985.075606276747,2262.2943483910585,nan,nan
9,1655019.8968858132,1127577.5266785354,795933.731511254,961948.1961322789,13377.107670654468,3162.075690979734,12147.352411575563,2200.3256221639404,nan,nan
10,1654851.604008293,1131548.5771046046,796996.078778135,961461.1739805094,14879.605781865966,3971.3023519165477,12163.131563065781,2172.519635913448,nan,nan
11,1660899.874479889,1141284.9614982842,797534.8167202573,962454.0615609895,13271.951987767585,2935.0962974234762,11913.098115299335,2017.8281223796587,nan,nan
12,1655307.4100620262,1125528.140242104,819768.8716323297,982311.6190494815,16933.262334536703,4313.264924663836,12049.695295404814,2075.665306821868,nan,nan
13,1650874.393939394,1117403.808595574,817421.4984126984,979582.8612710839,13115.786404833836,2950.8691555268347,11979.63317125878,2034.0428069485345,nan,nan
14,1670251.2533244682,1104939.177801682,826574.1693037974,988318.3209928302,13740.167267267267,3246.369885582026,12129.157412398921,2059.8902954151235,nan,nan
15,1800935.9966808914,954227.246079481,814214.6799363057,977099.2921196325,16336.37896944278,4288.873108391903,12244.96557288865,2091.701216836403,nan,nan
16,1857156.829277865,880260.8441498688,838033.7095761382,1000120.6192057546,nan,nan,nan,nan,nan,nan
17,1801049.831904762,966073.2764040702,839236.1161695448,1000734.4180987242,nan,nan,nan,nan,nan,nan
18,1850693.349739896,888923.1067682949,836642.646511628,1000039.7727912515,nan,nan,nan,nan,nan,nan
19,1839997.4981288982,898538.5310965604,835708.0172684458,996487.735093354,nan,nan,nan,nan,nan,nan
20,1828261.0901567945,921289.139841921,821045.8050713154,983974.7706788378,nan,nan,nan,nan,nan,nan
