difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,840678.4770318022,197150.61177206904,410982.1533333333,405277.7958792697,6349.46,2297.689358016826,5770.346666666666,2126.560354050255,4793.166666666667,1388.199245977478
2,697256.3585714286,401572.54114935297,407241.28093645483,403666.4101030843,6482.37684729064,1874.9521023296913,5992.332,1687.7686434316179,4702.68,1316.7633152758988
3,692921.4552023121,401605.61196126346,409846.1906354515,406849.5438295371,6557.657284768212,1591.45828182289,6015.62,1441.290831880588,4744.72,1380.9851416080776
4,707884.1068090787,389885.27523414243,409575.0568561873,404833.5974154513,6516.81897627965,1396.1054476433544,5979.0753880266075,1280.9266085635968,4738.246666666667,1367.5678010340314
5,704187.4853723404,387689.9235523012,412609.9633333333,406312.2620919896,6709.194583751254,1408.7965634824184,6139.95652173913,1153.577638605538,4831.36,1463.0037377410542
6,695832.2478510028,401967.1547325932,410597.69666666666,404776.5728886529,6494.291774891775,1200.5122125600997,6096.06,1058.388124124394,4730.44,1337.542494990735
7,758922.9718181818,329471.8056646951,407869.66445182724,402645.101187978,6453.469418960245,1131.1268703239048,6099.355,993.687784589079,4725.28,1328.2538626928172
8,697917.21,402539.3832762784,411637.82059800666,405962.8377269867,6598.462068965518,1114.0099047667493,6124.9588431590655,945.8976937699362,4780.706666666667,1375.5695613367077
9,694214.113960114,400899.5169335175,405292.76666666666,401768.39518959547,7001.239046391753,1152.2703075155885,6158.293375394322,928.6923014014836,4732.3133333333335,1335.1186918388714
10,692925.88,398587.4898250481,409840.2133333333,405184.9136296472,6886.945692883895,1147.739825583321,6116.429990069513,895.2590264652431,4748.82,1349.5648618632003
11,690823.0785714285,397198.552163509,410260.68,404882.26256135287,6460.15015576324,1046.6184393625758,6109.886255924171,877.4442198604529,4635.713333333333,1268.398294191117
12,767699.0294882914,325183.8229050318,411334.9533333333,405146.7106803182,6453.844375,1038.414391842968,6153.899359560842,877.4070392770105,4791.44,1399.5621773691041
13,712365.5727040817,381730.9606230031,406209.5,402598.2127289919,nan,nan,6149.908181818182,869.9370396127704,4690.293333333333,1301.6321532488987
14,711347.7007481296,375522.2419008858,407424.52,403155.32315814967,nan,nan,nan,nan,4758.28,1361.1935993948682
15,743715.5052631579,352645.5316104474,410941.80666666664,405605.767322318,nan,nan,nan,nan,7092.770588235294,1315.7562266229943
16,723223.9685314685,364768.82773741,406429.0833333333,402812.14224086143,nan,nan,nan,nan,nan,nan
17,726617.9176470588,369530.5558586612,410598.8160535117,405432.8968502418,nan,nan,nan,nan,nan,nan
18,710684.2919254658,374830.69948712905,403020.86333333334,400603.4478094942,nan,nan,nan,nan,nan,nan
